AreaID|ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|Month|ParameterName|RelativeDepth|EarliestSampleDate|LastSampleDate|N_Data|Min|Max|Median|Mean|StandardDeviation
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|1|Turbidity|surface|2004-01-20T11:50:00Z|2023-01-31T23:00:00Z|4454|0.01|79.4014758|5.915|7.39549767989223|6.97996208876884
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2|Turbidity|surface|2004-02-09T12:20:00Z|2023-02-28T23:00:00Z|4060|0.11|87.4|4.23|6.64233129387192|6.25911923672131
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|3|Turbidity|surface|2004-03-11T13:50:00Z|2023-03-06T13:00:00Z|3795|0|42.12|3.48|5.94301630147036|5.86977720973857
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|4|Turbidity|surface|2004-04-20T10:30:00Z|2022-04-30T09:00:00Z|3556|0|23.79|1.79|4.71182683082958|4.72251462511334
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|5|Turbidity|surface|2004-05-11T12:30:00Z|2022-05-28T19:00:00Z|4228|0|32.94934976|2.72|4.83433058250473|4.59853499921651
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|6|Turbidity|surface|2004-06-14T11:10:00Z|2022-06-30T23:00:00Z|4287|0|86.4|2.48|4.95466526708654|7.34727320125324
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|7|Turbidity|surface|2004-07-15T12:30:00Z|2022-07-31T23:00:00Z|4320|0|142.5|4.31|5.39126851851852|5.75738815540219
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|8|Turbidity|surface|2004-08-10T12:00:00Z|2022-08-31T23:00:00Z|4439|0|24.32|4.87|5.80163802924758|4.19719266368946
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|9|Turbidity|surface|2004-09-23T12:00:00Z|2022-09-30T23:00:00Z|4317|0|167.1|5.88|8.08795459810053|10.8389005513465
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|10|Turbidity|surface|2003-10-13T12:10:00Z|2022-10-31T23:00:00Z|4460|0.58|56.21|4.58|9.16672428329596|10.6594638793396
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|11|Turbidity|surface|2003-11-13T12:40:00Z|2022-11-30T23:00:00Z|4295|0|119.8|7.29|11.4608839705937|14.2966522617703
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|12|Turbidity|surface|2003-12-08T10:10:00Z|2022-12-31T23:00:00Z|4217|0|129.5|6.98|7.89053060837562|7.9418484960687
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|1|Turbidity|bottom|2001-01-01T00:00:00Z|2022-01-31T23:45:00Z|52924|0|1332|6|8.9630224472829|29.9190970020211
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|2|Turbidity|bottom|2001-02-01T00:00:00Z|2022-02-28T23:45:00Z|48131|0|1722|7|12.1612682055224|51.4587524583999
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|3|Turbidity|bottom|2001-03-01T00:00:00Z|2022-03-31T23:45:00Z|50836|0|2798|9|13.6958454638445|71.4058850256689
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|4|Turbidity|bottom|2001-04-01T00:00:00Z|2022-04-30T23:45:00Z|44085|0|1765|12|16.0825450833617|48.3359005574285
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|5|Turbidity|bottom|2001-05-01T00:00:00Z|2022-05-18T12:15:00Z|43095|1|1425|15|16.7928762037359|18.8486848338427
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|6|Turbidity|bottom|2001-06-01T00:00:00Z|2021-06-30T23:45:00Z|41903|0|1587|15|22.7397322387419|94.1122859638055
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|7|Turbidity|bottom|2001-07-01T00:00:00Z|2021-07-31T23:45:00Z|42198|0|2477|15|20.3776245319683|62.7295754324329
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|8|Turbidity|bottom|2001-08-06T10:30:00Z|2021-08-31T23:45:00Z|43420|0|1927|14|18.3869184707508|53.8567141072484
