AreaID|ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|ParameterName|RelativeDepth|ActivityType|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apadbnut|Total Suspended Solids, TSS|Bottom|Sample|2014-10-07|2014-10-07|1|22|22|22|22|
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaesnut|Total Suspended Solids, TSS|Bottom|Sample|2014-09-04|2018-06-06|4|14|46|18.5|24.25|14.7054411698527
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apambnut|Total Suspended Solids, TSS|Bottom|Sample|2016-05-10|2016-05-10|1|3|3|3|3|
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcnut|Total Suspended Solids, TSS|Bottom|Sample|2016-06-01|2019-06-04|3|4|16|5|8.33333333333333|6.65832811847939
3|Apalachicola National Estuarine Research Reserve|5002|Florida STORET / WIN|STORET_21FLGW_11258|Total Suspended Solids, TSS|Bottom|Sample|2001-09-10|2001-09-10|1|7|7|7|7|
3|Apalachicola National Estuarine Research Reserve|5002|Florida STORET / WIN|STORET_21FLGW_3524|Total Suspended Solids, TSS|Bottom|Sample|1999-10-14|2007-12-11|3|9|20|19|16|6.08276253029822
3|Apalachicola National Estuarine Research Reserve|5002|Florida STORET / WIN|STORET_21FLPNS_294653208502492|Total Suspended Solids, TSS|Bottom|Sample|2007-10-16|2007-10-16|1|4|4|4|4|
3|Apalachicola National Estuarine Research Reserve|5002|Florida STORET / WIN|STORET_21FLPNS_295519508501099|Total Suspended Solids, TSS|Bottom|Sample|2007-08-29|2007-08-29|1|6|6|6|6|
3|Apalachicola National Estuarine Research Reserve|5002|Florida STORET / WIN|WIN_21FLTLHR_G2TLHR0014|Total Suspended Solids, TSS|Bottom|Sample|2018-11-29|2018-11-29|1|2|2|2|2|
3|Apalachicola National Estuarine Research Reserve|5002|Florida STORET / WIN|WIN_21FLTLHR_G2TLHR0027|Total Suspended Solids, TSS|Bottom|Sample|2020-08-05|2022-01-06|2|5|9|7|7|2.82842712474619
3|Apalachicola National Estuarine Research Reserve|5002|Florida STORET / WIN|WIN_21FLTLHR_G2TLHR0036|Total Suspended Solids, TSS|Bottom|Sample|2018-11-20|2018-11-20|1|6|6|6|6|
3|Apalachicola National Estuarine Research Reserve|5002|Florida STORET / WIN|WIN_21FLTLHR_G2TLHR0051|Total Suspended Solids, TSS|Bottom|Sample|2022-01-06|2022-01-06|1|17|17|17|17|
5|Big Bend Seagrasses Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLA_22050018|Total Suspended Solids, TSS|Bottom|Sample|2011-08-17|2011-08-17|1|5|5|5|5|
5|Big Bend Seagrasses Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLA_22050066|Total Suspended Solids, TSS|Bottom|Sample|2011-02-01|2011-02-01|1|4|4|4|4|
5|Big Bend Seagrasses Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLGW_34879|Total Suspended Solids, TSS|Bottom|Sample|2010-02-09|2015-01-13|9|2|5|4|3.55555555555556|1.0137937550497
5|Big Bend Seagrasses Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLGW_3526|Total Suspended Solids, TSS|Bottom|Sample|1999-09-20|2016-04-04|14|4|8|4|4.57142857142857|1.22249969100425
5|Big Bend Seagrasses Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLGW_3528|Total Suspended Solids, TSS|Bottom|Sample|1998-11-09|2016-12-16|14|2|6|4|4|1.1766968108291
5|Big Bend Seagrasses Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLGW_3564|Total Suspended Solids, TSS|Bottom|Sample|1999-09-14|2017-03-09|22|2|14|4|5.09090909090909|2.50540541171609
5|Big Bend Seagrasses Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLGW_44061|Total Suspended Solids, TSS|Bottom|Sample|2016-07-14|2016-07-14|1|2|2|2|2|
5|Big Bend Seagrasses Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLGW_49443|Total Suspended Solids, TSS|Bottom|Sample|2016-05-26|2016-05-26|1|2|2|2|2|
5|Big Bend Seagrasses Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLGW_49452|Total Suspended Solids, TSS|Bottom|Sample|2016-06-15|2016-06-15|1|2|2|2|2|
5|Big Bend Seagrasses Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLGW_6976|Total Suspended Solids, TSS|Bottom|Sample|2002-04-03|2016-02-01|16|2|8|4|3.75|1.43759057685652
5|Big Bend Seagrasses Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLGW_6977|Total Suspended Solids, TSS|Bottom|Sample|1999-12-16|2000-07-10|6|4|4|4|4|0
5|Big Bend Seagrasses Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLGW_9683|Total Suspended Solids, TSS|Bottom|Sample|2001-10-22|2001-10-22|1|4|4|4|4|
5|Big Bend Seagrasses Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLGW_9693|Total Suspended Solids, TSS|Bottom|Sample|2001-10-03|2002-04-09|3|4|4|4|4|0
5|Big Bend Seagrasses Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLGW_9695|Total Suspended Solids, TSS|Bottom|Sample|2001-09-27|2016-09-13|3|2|4|2|2.66666666666667|1.15470053837925
5|Big Bend Seagrasses Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLGW_9717|Total Suspended Solids, TSS|Bottom|Sample|2001-09-25|2017-03-02|10|2|4|4|3.4|0.966091783079296
5|Big Bend Seagrasses Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLPNS_300546728411373|Total Suspended Solids, TSS|Bottom|Sample|2006-11-29|2006-11-29|1|6980|6980|6980|6980|
5|Big Bend Seagrasses Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLPNS_300743908411593|Total Suspended Solids, TSS|Bottom|Sample|2006-11-01|2006-11-01|1|7|7|7|7|
