AreaID|ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|Month|ParameterName|RelativeDepth|EarliestSampleDate|LastSampleDate|N_Data|Min|Max|Median|Mean|StandardDeviation
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|1|Salinity|surface|1987-01-13T11:35:00Z|2023-01-31T23:00:00Z|4526|12.8|35.68|18.49344751|18.8662811826933|1.87713092661169
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2|Salinity|surface|1989-02-14T10:38:00Z|2023-02-28T23:00:00Z|4121|14.2|35.67|18.54130238|19.1129581911551|1.65338626576575
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|3|Salinity|surface|1989-03-21T10:16:00Z|2023-03-06T13:00:00Z|3924|10|36.08|19.75411516|20.251090346445|1.80994595628674
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|4|Salinity|surface|1987-04-13T10:37:00Z|2022-04-11T14:34:00Z|3246|12|36.34|20.426918625|21.4632108497166|2.43490128977479
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|5|Salinity|surface|1989-05-17T11:30:00Z|2022-05-24T08:36:00Z|3737|14|36.19|22.84743306|23.5546263431951|3.75495371601839
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|6|Salinity|surface|1989-06-14T09:37:00Z|2022-06-30T09:40:00Z|3658|15.7|38.91|21.01938321|22.7637996681657|4.03750845267165
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|7|Salinity|surface|1987-07-27T10:18:00Z|2022-07-21T11:04:00Z|3693|14.5|38.08|20.7779068|22.6183683982453|4.38591443079805
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|8|Salinity|surface|1989-08-24T09:50:00Z|2022-08-29T10:17:00Z|3785|12.7|36.9|20.33841739|22.4608211388454|4.32943625212121
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|9|Salinity|surface|1989-09-13T12:45:00Z|2022-09-30T23:00:00Z|4200|14.8|36.35|20.45233306|21.5246409334833|2.97085070481635
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|10|Salinity|surface|1987-10-28T10:05:00Z|2022-10-31T23:00:00Z|4538|12.2|36.72|19.95615555|19.555648217197|1.88515872487559
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|11|Salinity|surface|1988-11-15T10:06:00Z|2022-11-30T23:00:00Z|4323|14|34.24|19.02026346|18.9297235887624|1.78962329301129
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|12|Salinity|surface|1989-12-13T10:00:00Z|2022-12-31T23:00:00Z|4532|13.4|34.57|18.497588655|18.6824202568976|1.87986241708602
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|1|Salinity|bottom|2001-01-01T00:00:00Z|2022-01-31T23:45:00Z|52799|9.7|38.4|28.6|27.912507812648|6.03572194427669
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|2|Salinity|bottom|2001-02-01T00:00:00Z|2022-02-28T23:45:00Z|50659|6.7|37|28.1|27.3310961527073|6.14332925852022
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|3|Salinity|bottom|2001-03-01T00:00:00Z|2022-03-31T23:45:00Z|53138|2.6|37.7|28.8|28.0624242538297|6.32593712600673
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|4|Salinity|bottom|2001-04-01T00:00:00Z|2022-04-30T23:45:00Z|45752|11.3|39|30.5|29.5267026578073|5.4628615262329
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|5|Salinity|bottom|2001-05-01T00:00:00Z|2022-05-18T12:15:00Z|47691|3.2|40.2|33.7|32.0974439621732|6.53533627464318
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|6|Salinity|bottom|2001-06-01T00:00:00Z|2021-06-30T23:45:00Z|46977|0.9|40.5|33.3|30.4905038635928|7.3409457350555
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|7|Salinity|bottom|2001-07-01T00:00:00Z|2021-07-31T23:45:00Z|41387|1.4|38.8|29|28.2553482977747|7.41222312478708
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|8|Salinity|bottom|2001-08-06T10:30:00Z|2021-08-31T23:45:00Z|45436|1.7|41.4|27|26.3416585967075|8.66715708537203
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|9|Salinity|bottom|2001-09-01T00:00:00Z|2021-09-30T23:45:00Z|44622|2.5|41|24|24.1920487651831|8.7938228436656
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|10|Salinity|bottom|2001-10-01T00:00:00Z|2021-10-31T23:45:00Z|49715|2.5|39.5|23.4|23.5008649301016|7.87137856101067
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|11|Salinity|bottom|2001-11-01T00:00:00Z|2021-11-30T23:45:00Z|48845|7.6|39.5|26.7|27.123769065411|5.84888522366224
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|12|Salinity|bottom|2001-12-01T00:00:00Z|2021-12-31T23:45:00Z|50695|7.4|39.9|27.2|27.0274662195483|6.04242799934526
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|1|Salinity|bottom|2001-01-01T00:00:00Z|2022-01-31T23:45:00Z|47223|20.6|37.7|34.1|34.0545899244012|1.78631155014222
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|2|Salinity|bottom|2001-02-01T00:00:00Z|2022-02-28T23:45:00Z|47292|25.5|37.8|33.5|33.5621881079252|2.20255658713699
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|3|Salinity|bottom|2001-03-01T00:00:00Z|2022-03-31T23:45:00Z|51458|18.9|38|34.3|34.0453573788332|2.43018767823855
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|4|Salinity|bottom|2001-04-01T00:00:00Z|2022-04-30T23:45:00Z|52883|21.2|38.6|34.6|34.503231662349|1.98358071315814
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|5|Salinity|bottom|2001-05-01T00:00:00Z|2022-05-18T10:30:00Z|49232|7.8|38.6|35.5|35.1321802892428|2.58660134650097
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|6|Salinity|bottom|2001-06-15T11:00:00Z|2021-06-30T23:45:00Z|47214|13.9|38.8|35.3|34.8583153301987|2.33242457570637
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|7|Salinity|bottom|2001-07-01T00:00:00Z|2021-07-31T23:45:00Z|47545|10.1|38.2|35.3|35.0440445893364|1.55461348054729
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|8|Salinity|bottom|2001-08-01T00:00:00Z|2021-08-31T23:45:00Z|50193|1.7|38.3|34.8|34.3450421373498|2.41530783150744
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|9|Salinity|bottom|2001-09-01T00:00:00Z|2021-09-30T23:45:00Z|45847|7.7|38.2|34|33.3245294130478|3.30589219819144
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|10|Salinity|bottom|2001-10-05T13:30:00Z|2021-10-31T23:45:00Z|47947|9.2|37.9|33.7|33.0986047093666|2.92643495363849
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|11|Salinity|bottom|2001-11-01T00:00:00Z|2021-11-30T23:45:00Z|50242|18.9|38|34.1|33.9545081804068|1.93577140212942
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|12|Salinity|bottom|2001-12-07T12:30:00Z|2021-12-31T23:45:00Z|50962|14|37.5|33.9|33.7068423531259|2.01439193029428
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|1|Salinity|bottom|2003-01-01T00:00:00Z|2022-01-31T23:45:00Z|50110|0.1|33.4|18|16.0213270804231|7.54772195317338
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2|Salinity|bottom|2002-02-18T16:00:00Z|2022-02-28T23:45:00Z|48310|0.1|34.1|15.25|13.5213951562823|8.54617460954184
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|3|Salinity|bottom|2002-03-01T00:00:00Z|2022-03-31T23:45:00Z|53022|0|33.8|15.8|14.8465014522274|8.30486452100648
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|4|Salinity|bottom|2002-04-01T00:00:00Z|2022-04-30T23:45:00Z|52064|0.1|36.9|18.8|17.1236151659496|8.41537999286783
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|5|Salinity|bottom|2002-05-01T00:00:00Z|2022-05-27T03:00:00Z|53895|0.1|39.3|21|19.3526189813526|9.62595392161241
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|6|Salinity|bottom|2002-06-01T00:00:00Z|2021-06-30T23:45:00Z|47154|0.1|37.2|17.4|15.5792615684778|9.57374500535288
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|7|Salinity|bottom|2002-07-01T00:00:00Z|2021-07-31T23:45:00Z|48707|0.1|34.5|15.5|14.2647935615004|8.36231143498057
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|8|Salinity|bottom|2002-08-01T00:00:00Z|2021-08-31T23:45:00Z|48811|0|36.8|11.5|12.2873614554096|10.1491631308873
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|9|Salinity|bottom|2002-09-01T00:00:00Z|2021-09-30T23:45:00Z|48630|0|36.5|11.9|12.7429220645692|10.348700984091
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|10|Salinity|bottom|2002-10-01T00:00:00Z|2021-10-31T23:45:00Z|52029|0|35.1|14.3|14.0945607257491|10.07249615354
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|11|Salinity|bottom|2002-11-01T00:00:00Z|2021-11-30T23:45:00Z|50299|0.1|36.4|19.7|18.2919004353963|8.43785406443604
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|12|Salinity|bottom|2002-12-01T00:00:00Z|2021-12-31T23:45:00Z|52997|0.1|35.1|18|16.4464403645489|8.11883800949845
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|1|Salinity|bottom|2001-01-01T00:00:00Z|2022-01-31T23:45:00Z|52799|9.7|38.4|28.6|27.912507812648|6.03572194427669
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|2|Salinity|bottom|2001-02-01T00:00:00Z|2022-02-28T23:45:00Z|50659|6.7|37|28.1|27.3310961527073|6.14332925852022
