AreaID|ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|Year|Month|ParameterName|RelativeDepth|EarliestSampleDate|LastSampleDate|N_Data|Min|Max|Median|Mean|StandardDeviation
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2008|1|Salinity|surface|2008-01-09T00:00:00Z|2008-01-31T00:00:00Z|23|38|38|38|38|0
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2008|2|Salinity|surface|2008-02-01T00:00:00Z|2008-02-29T00:00:00Z|29|35|39|36|36.7586206896552|1.43066349277412
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2008|3|Salinity|surface|2008-03-01T00:00:00Z|2008-03-06T00:00:00Z|6|36|36|36|36|0
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2011|1|Salinity|surface|2011-01-01T00:00:00Z|2011-01-31T00:00:00Z|31|34|35|34|34.0322580645161|0.179605302026775
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2011|2|Salinity|surface|2011-02-01T00:00:00Z|2011-02-28T00:00:00Z|28|34|35|34|34.0714285714286|0.262265264156481
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2011|3|Salinity|surface|2011-03-01T00:00:00Z|2011-03-06T00:00:00Z|6|34|35|35|34.8333333333333|0.408248290463863
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2012|1|Salinity|surface|2012-01-01T00:00:00Z|2012-01-31T00:00:00Z|31|34|36|36|35.5483870967742|0.623896875956241
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2012|2|Salinity|surface|2012-02-01T00:00:00Z|2012-02-28T00:00:00Z|28|36|37|36|36.4285714285714|0.50395263067897
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2012|3|Salinity|surface|2012-03-01T00:00:00Z|2012-03-06T00:00:00Z|6|36|37|36|36.1666666666667|0.408248290463863
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2016|1|Salinity|surface|2016-01-01T00:00:00Z|2016-01-31T00:00:00Z|31|29|34|32|31.6129032258065|1.28263840981104
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2016|2|Salinity|surface|2016-02-01T00:00:00Z|2016-02-29T00:00:00Z|29|26|31|29|28.8965517241379|1.65496714654933
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2016|3|Salinity|surface|2016-03-01T00:00:00Z|2016-03-06T00:00:00Z|6|31|32|31.5|31.5|0.547722557505166
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2017|1|Salinity|surface|2017-01-01T00:00:00Z|2017-01-31T00:00:00Z|31|35|36|36|35.7096774193548|0.461414375379064
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2017|2|Salinity|surface|2017-02-01T00:00:00Z|2017-02-28T00:00:00Z|28|35|36|35|35.4285714285714|0.50395263067897
