ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation
Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLKWAT_FRA-AL-HARBOR-3|2001-07-18|2010-10-13|17|0.17|0.79|0.34|0.411764705882353|0.18194213689102
Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLKWAT_FRA-AL-HARBOR-4|2001-07-18|2016-09-09|26|0.2|0.93|0.49|0.490769230769231|0.215368021338788
Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLKWAT_FRA-AL-HARBOR-5|2001-09-17|2016-09-09|24|0.17|0.88|0.44|0.4475|0.206781758509241
Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLKWAT_FRA-AL-HARBOR-6|2002-02-12|2010-01-22|15|0.15|0.85|0.45|0.471333333333333|0.229062270593662
Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLKWAT_FRA-AL-HARBOR-7|2007-03-09|2016-05-09|5|0.16|0.25|0.2|0.202|0.0327108544675922
Biscayne Bay Aquatic Preserve|4058|City of Miami Beach Water Monitoring|16|2016-08-17|2018-03-07|10|0.3|0.62|0.5295|0.511|0.108598137900958
Biscayne Bay Aquatic Preserve|4058|City of Miami Beach Water Monitoring|18|2016-08-17|2018-05-16|8|0.365|2.125|0.569|0.75175|0.571615442658536
Biscayne Bay Aquatic Preserve|4058|City of Miami Beach Water Monitoring|19|2016-10-04|2018-08-15|8|0.335|0.6|0.439|0.45725|0.0894103701240202
Biscayne Bay Aquatic Preserve|4058|City of Miami Beach Water Monitoring|2|2016-08-17|2018-06-19|14|0.317|0.594|0.48|0.483571428571429|0.0658958552282595
Biscayne Bay Aquatic Preserve|4058|City of Miami Beach Water Monitoring|21|2016-11-14|2018-11-27|16|0.352|0.932|0.4715|0.489375|0.142584653218126
Biscayne Bay Aquatic Preserve|4058|City of Miami Beach Water Monitoring|22|2016-08-16|2018-11-27|26|0.214|0.555|0.4555|0.438153846153846|0.0766319475454943
