AreaID|ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|Year|Month|ParameterName|RelativeDepth|EarliestSampleDate|LastSampleDate|N_Data|Min|Max|Median|Mean|StandardDeviation
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2008|1|Water Temperature|surface|2008-01-09T00:00:00Z|2008-01-31T00:00:00Z|23|18.6|23.7|21.1|21.2652173913044|1.28190507932962
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2008|2|Water Temperature|surface|2008-02-01T00:00:00Z|2008-02-29T00:00:00Z|29|20.5|27.2|24.3|24.2310344827586|1.85897503408193
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2008|3|Water Temperature|surface|2008-03-01T00:00:00Z|2008-03-06T00:00:00Z|6|21.1|25.3|23.35|23.2666666666667|1.58829048560604
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2011|1|Water Temperature|surface|2011-01-01T00:00:00Z|2011-01-31T00:00:00Z|31|15.5|21.4|19.2|19.0258064516129|1.48525368022559
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2011|2|Water Temperature|surface|2011-02-01T00:00:00Z|2011-02-28T00:00:00Z|28|18.6|26.1|22.85|22.7285714285714|2.29554433839205
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2011|3|Water Temperature|surface|2011-03-01T00:00:00Z|2011-03-06T00:00:00Z|6|22.8|26.3|23.75|24.2|1.50465942990432
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2012|1|Water Temperature|surface|2012-01-01T00:00:00Z|2012-01-31T00:00:00Z|31|16.2|23.5|20.5|20.3225806451613|2.20495044198569
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2012|2|Water Temperature|surface|2012-02-01T00:00:00Z|2012-02-29T00:00:00Z|29|17.8|26.6|23.2|23.3172413793103|1.94294859970194
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2012|3|Water Temperature|surface|2012-03-01T00:00:00Z|2012-03-06T00:00:00Z|6|21.7|27.2|26.85|25.5833333333333|2.33702089564186
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2016|1|Water Temperature|surface|2016-01-01T00:00:00Z|2016-01-31T00:00:00Z|31|16.1|27.5|19.3|20.1935483870968|3.10096065586897
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2016|2|Water Temperature|surface|2016-02-01T00:00:00Z|2016-02-29T00:00:00Z|29|17.4|23.6|20.6|20.6|1.76736284575959
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2016|3|Water Temperature|surface|2016-03-01T00:00:00Z|2016-03-06T00:00:00Z|6|21.8|23.7|22.85|22.8|0.672309452558864
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2017|1|Water Temperature|surface|2017-01-01T00:00:00Z|2017-01-31T00:00:00Z|31|16.8|24.6|22.8|21.9870967741935|2.21506086229158
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2017|2|Water Temperature|surface|2017-02-01T00:00:00Z|2017-02-28T00:00:00Z|28|20|25.9|24|23.7964285714286|1.32929447810627
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2017|3|Water Temperature|surface|2017-03-01T00:00:00Z|2017-03-06T00:00:00Z|6|22|27|25.3|24.7666666666667|2.21780672437133
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2007|1|Water Temperature|surface|2007-01-01T00:00:00Z|2007-01-31T00:00:00Z|40|18.6|27.1|24.5|23.695|2.36718484756981
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2007|2|Water Temperature|surface|2007-02-01T00:00:00Z|2007-02-28T00:00:00Z|43|17.9|26.2|22|21.5046511627907|2.0269556680345
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2007|3|Water Temperature|surface|2007-03-01T00:00:00Z|2007-03-06T00:00:00Z|7|22.3|27.8|26.7|25.9142857142857|1.8792095602749
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2008|1|Water Temperature|surface|2008-01-01T00:00:00Z|2008-01-31T00:00:00Z|48|15.2|25.8|22.05|21.7104166666667|2.23780283421545
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2008|2|Water Temperature|surface|2008-02-01T00:00:00Z|2008-02-29T00:00:00Z|45|21.1|28.4|24.9|24.8311111111111|1.79086345632265
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2008|3|Water Temperature|surface|2008-03-01T00:00:00Z|2008-03-06T00:00:00Z|9|21.7|26.1|23.7|23.8222222222222|1.57144660884309
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2011|1|Water Temperature|surface|2011-01-01T00:00:00Z|2011-01-31T00:00:00Z|39|16.7|23.4|20.5|20.1846153846154|1.70224904813084
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2011|2|Water Temperature|surface|2011-02-01T00:00:00Z|2011-02-28T00:00:00Z|36|19|26.3|24.95|24.0361111111111|2.17691167584825
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2011|3|Water Temperature|surface|2011-03-01T00:00:00Z|2011-03-06T00:00:00Z|10|23.2|26.5|23.65|24.42|1.35957509702276
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2012|1|Water Temperature|surface|2012-01-01T00:00:00Z|2012-01-31T00:00:00Z|31|16.4|25.2|21|21.0741935483871|2.3681170778962
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2012|2|Water Temperature|surface|2012-02-01T00:00:00Z|2012-02-29T00:00:00Z|29|18.5|27.7|24.1|24.0275862068966|1.96575985884851
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2012|3|Water Temperature|surface|2012-03-01T00:00:00Z|2012-03-06T00:00:00Z|6|22.1|27.8|26.9|25.7|2.41412510032103
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2013|1|Water Temperature|surface|2013-01-01T00:00:00Z|2013-01-31T00:00:00Z|31|20.9|25.9|24|23.7258064516129|1.48592681334703
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2013|2|Water Temperature|surface|2013-02-01T00:00:00Z|2013-02-28T00:00:00Z|28|19|26.5|23.05|23.1357142857143|2.23278837226996
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2013|3|Water Temperature|surface|2013-03-01T00:00:00Z|2013-03-06T00:00:00Z|6|19.8|23.1|20.85|21.0666666666667|1.16045967903528
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2014|1|Water Temperature|surface|2014-01-01T00:00:00Z|2014-01-31T00:00:00Z|31|16.6|24.9|20.3|20.6258064516129|2.11375932750719
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2014|2|Water Temperature|surface|2014-02-01T00:00:00Z|2014-02-28T00:00:00Z|28|21.9|27.8|25.25|25.1892857142857|1.68596368435787
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2014|3|Water Temperature|surface|2014-03-01T00:00:00Z|2014-03-06T00:00:00Z|6|24.2|26.2|25.5|25.35|0.804363102087608
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2015|1|Water Temperature|surface|2015-01-01T00:00:00Z|2015-01-31T00:00:00Z|31|18.9|27.1|22.2|22.5193548387097|2.25276413247351
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2015|2|Water Temperature|surface|2015-02-01T00:00:00Z|2015-02-28T00:00:00Z|28|17.1|24.4|20.85|20.8428571428571|1.72055731096568
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2015|3|Water Temperature|surface|2015-03-01T00:00:00Z|2015-03-06T00:00:00Z|6|24.1|27.9|25.75|25.85|1.35314448600288
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2016|1|Water Temperature|surface|2016-01-01T00:00:00Z|2016-01-31T00:00:00Z|31|17.4|27.5|20.6|20.858064516129|2.64836732013624
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2016|2|Water Temperature|surface|2016-02-01T00:00:00Z|2016-02-29T00:00:00Z|29|18.7|24.2|21.6|21.5172413793103|1.62460302085447
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2016|3|Water Temperature|surface|2016-03-01T00:00:00Z|2016-03-06T00:00:00Z|6|23.2|24.1|23.6|23.6333333333333|0.366969571853944
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2017|1|Water Temperature|surface|2017-01-01T00:00:00Z|2017-01-31T00:00:00Z|31|17.3|25.6|23.2|22.6290322580645|2.15347680869597
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2017|2|Water Temperature|surface|2017-02-01T00:00:00Z|2017-02-28T00:00:00Z|28|21.6|26.4|24.3|24.5142857142857|1.06274079126473
