AreaID|ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|Month|ParameterName|RelativeDepth|EarliestSampleDate|LastSampleDate|N_Data|Min|Max|Median|Mean|StandardDeviation
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|1|Water Temperature|surface|2008-01-09T00:00:00Z|2017-01-31T00:00:00Z|147|15.5|27.5|20.5|20.5204081632653|2.39445531815021
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2|Water Temperature|surface|2008-02-01T00:00:00Z|2017-02-28T00:00:00Z|143|17.4|27.2|23.1|22.9300699300699|2.24069389922071
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|3|Water Temperature|surface|2008-03-01T00:00:00Z|2017-03-06T00:00:00Z|30|21.1|27.2|23.65|24.1233333333333|1.93260291394495
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|1|Water Temperature|surface|2007-01-01T00:00:00Z|2023-01-31T00:00:00Z|437|15.2|27.5|21.8|21.8173913043478|2.46388027776011
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2|Water Temperature|surface|2007-02-01T00:00:00Z|2023-02-28T00:00:00Z|406|17.1|28.9|24.05|23.8137931034483|2.49016968960231
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|3|Water Temperature|surface|2007-03-01T00:00:00Z|2022-03-31T00:00:00Z|105|19.8|28.9|25.4|25.3038095238095|2.11273263669097
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|4|Water Temperature|surface|2022-04-01T00:00:00Z|2022-04-30T00:00:00Z|30|24.7|29.7|28.1|27.6733333333333|1.34624210901752
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|5|Water Temperature|surface|2022-05-01T00:00:00Z|2022-05-31T00:00:00Z|31|27.7|32|30.4|30.1645161290323|1.09348018945529
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|6|Water Temperature|surface|2022-06-01T00:00:00Z|2022-06-30T00:00:00Z|30|28.7|32.8|30.8|30.9166666666667|1.04850742300279
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|7|Water Temperature|surface|2022-07-01T00:00:00Z|2022-07-31T00:00:00Z|31|29.3|33.4|31|31.1354838709677|0.95133183383324
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|8|Water Temperature|surface|2022-08-01T00:00:00Z|2022-08-31T00:00:00Z|31|29.7|33.3|32|31.7096774193548|0.97274691422784
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|9|Water Temperature|surface|2022-09-01T00:00:00Z|2022-09-27T00:00:00Z|22|28.3|32.8|30.55|30.7|1.3828886261666
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|1|Water Temperature|surface|2008-01-01T00:00:00Z|2023-01-31T00:00:00Z|420|14.7|29.6|23|22.8735714285714|2.93872045396977
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|2|Water Temperature|surface|2008-02-01T00:00:00Z|2023-02-28T00:00:00Z|383|18.7|31.3|25.6|25.3605744125326|2.79250805547041
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|3|Water Temperature|surface|2008-03-01T00:00:00Z|2022-03-31T00:00:00Z|100|18.6|30.5|26.35|25.966|2.67144344896352
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|4|Water Temperature|surface|2022-04-01T00:00:00Z|2022-04-30T00:00:00Z|30|23.9|30.5|28|27.7233333333333|1.90275360053997
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|5|Water Temperature|surface|2022-05-01T00:00:00Z|2022-05-31T00:00:00Z|31|26.4|32.2|29.9|29.7193548387097|1.23326649048741
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|6|Water Temperature|surface|2022-06-01T00:00:00Z|2022-06-30T00:00:00Z|30|26.2|33.4|30.4|30.6066666666667|1.68583005920103
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|7|Water Temperature|surface|2022-07-01T00:00:00Z|2022-07-31T00:00:00Z|31|29.2|34.3|31.7|31.7129032258065|1.29144413622473
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|8|Water Temperature|surface|2022-08-01T00:00:00Z|2022-08-31T00:00:00Z|31|29.4|34.4|31.9|32.0483870967742|1.38247868404108
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|9|Water Temperature|surface|2022-09-01T00:00:00Z|2022-09-27T00:00:00Z|25|27.3|34.3|30.9|31.06|1.78068338941355
