AreaID|ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|Year|ParameterName|RelativeDepth|EarliestSampleDate|LastSampleDate|N_Data|Min|Max|Median|Mean|StandardDeviation
7|Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2013|Water Temperature|Surface|2013-08-14T15:00:00Z|2013-12-31T23:00:00Z|2773|23.93|30.59|27.33|27.3329679047963|1.86745301485152
7|Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2014|Water Temperature|Surface|2014-01-01T01:00:00Z|2014-12-31T22:00:00Z|7492|20.22|32.38|26.54|26.8593553123332|2.70143042907338
7|Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2015|Water Temperature|Surface|2015-01-01T00:00:00Z|2015-12-31T22:00:00Z|7146|19.88|31.89|27.21|27.0319661349006|2.79751032159183
7|Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2016|Water Temperature|Surface|2016-01-01T00:00:00Z|2016-12-31T22:00:00Z|6911|19.91|31.89|26.37|26.7965431920127|2.65256887521336
7|Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2017|Water Temperature|Surface|2017-01-01T00:00:00Z|2017-12-31T22:00:00Z|8684|20.81|32.74|26.76|26.9084569322893|2.72216360645749
7|Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2018|Water Temperature|Surface|2018-01-01T00:00:00Z|2018-12-31T22:00:00Z|7310|20.55|32.27|26.25|26.4971422708618|2.83445072362237
7|Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2019|Water Temperature|Surface|2019-01-01T00:00:00Z|2019-12-31T22:00:00Z|5289|20.84|31.94|27.45|27.2266609945169|2.59185509389588
7|Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2020|Water Temperature|Surface|2020-01-01T00:00:00Z|2020-12-31T23:00:00Z|5718|21.55|32.23|27.7|27.3791535501924|2.62576800207038
7|Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2021|Water Temperature|Surface|2021-01-01T01:00:00Z|2021-07-23T09:00:00Z|3965|20.22|30.67|25.91|25.8827490542245|2.46924793757578
15|Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2003|Water Temperature|Surface|2003-06-21T00:00:00Z|2003-12-31T23:30:00Z|9298|16.0608|32.377|29.2951|27.5185809744031|3.90852906719838
15|Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2004|Water Temperature|Surface|2004-01-01T00:00:00Z|2004-12-31T23:30:00Z|17568|17.4019|35.43|26.1029|26.0103033526867|3.96531726317013
15|Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2005|Water Temperature|Surface|2005-01-01T00:00:00Z|2005-12-31T23:30:00Z|16984|17.3781|33.9093|26.2806|26.3267579545455|3.96443268941588
15|Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2006|Water Temperature|Surface|2006-01-01T00:00:00Z|2006-12-26T23:30:00Z|17020|16.1381|32.3122|26.67525|26.2901922150411|3.79087455433526
15|Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2007|Water Temperature|Surface|2007-01-02T00:00:00Z|2007-12-31T23:30:00Z|17448|16.6778|33.2505|26.19355|26.5749402510316|3.58868545764489
15|Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2008|Water Temperature|Surface|2008-01-01T00:00:00Z|2008-06-13T18:30:00Z|7886|15.4063|31.0996|24.9185|24.9627802307887|2.90476429221505
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2005|Water Temperature|surface|2005-02-01T21:00:00Z|2005-12-31T23:00:00Z|5445|19|38.5|25.3|25.6823140495868|3.36215612902816
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2006|Water Temperature|surface|2006-01-01T00:00:00Z|2006-12-31T23:54:00Z|57016|17.1|32.3|29.2|27.9903956784061|3.00622745349086
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2007|Water Temperature|surface|2007-01-01T00:00:00Z|2007-12-31T23:54:00Z|83310|18.6|33|26.4|26.7538098667627|3.3203523567527
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2008|Water Temperature|surface|2008-01-01T00:00:00Z|2008-12-31T23:54:00Z|86102|17.2|32.4|26.6|26.9791526329237|3.16013090289736
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2009|Water Temperature|surface|2009-01-01T00:00:00Z|2009-12-31T23:54:00Z|80605|17.1|33.2|27.5|27.6034290676757|3.50877263975851
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2010|Water Temperature|surface|2010-01-01T00:00:00Z|2010-12-31T23:54:00Z|82507|14.3|33.4|26.2|26.0047086913838|4.42483400234809
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2011|Water Temperature|surface|2011-01-01T00:00:00Z|2011-12-31T23:54:00Z|73705|18.2|33.6|28.1|27.1846971033173|3.74011057120832
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2012|Water Temperature|surface|2012-01-01T00:00:00Z|2012-12-31T23:54:00Z|82946|18.3|32.7|27.1|26.8223398355557|3.25599781678751
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2013|Water Temperature|surface|2013-01-01T00:00:00Z|2013-12-31T23:54:00Z|85970|20|32.1|27.3|26.8445050599046|2.91873977163247
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2014|Water Temperature|surface|2014-01-01T00:00:00Z|2014-12-27T04:12:00Z|85523|19.1|33.2|26.9|27.1124212200227|3.40876994374568
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2015|Water Temperature|surface|2015-01-05T11:48:00Z|2015-12-31T23:54:00Z|83398|17.3|33.4|28.4|27.7619667138301|3.36919972626193
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2016|Water Temperature|surface|2016-01-01T00:00:00Z|2016-12-31T23:48:00Z|84711|17.9|33.1|26.8|26.956540472902|3.58316050949711
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2017|Water Temperature|surface|2017-01-01T00:54:00Z|2017-12-31T23:54:00Z|81998|19.4|32.7|27.4|27.177460425864|3.21375042464153
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2018|Water Temperature|surface|2018-01-01T00:00:00Z|2018-12-31T23:54:00Z|18155|17.3|27.3|22.9|22.653461856238|2.51245953174641
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2019|Water Temperature|surface|2019-01-01T00:06:00Z|2019-12-31T23:54:00Z|81707|19.4|34.3|29.7|28.7868689341183|3.28104763182084
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2020|Water Temperature|surface|2020-01-01T00:00:00Z|2020-12-31T23:54:00Z|75143|20.4|33.6|28.6|27.9670494923013|3.01506198833846
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2021|Water Temperature|surface|2021-01-01T00:00:00Z|2021-12-31T23:54:00Z|77506|19.8|34.1|27.6|27.190070446159|3.00820549168107
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2005|Water Temperature|surface|2005-01-01T00:00:00Z|2005-12-31T23:00:00Z|8748|15.5|33.9|25.9|26.0358596250572|4.25934034834005
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2006|Water Temperature|surface|2006-01-01T00:00:00Z|2006-12-31T23:00:00Z|8735|15.2|32.7|26.6|26.1807326846022|3.85865579709212
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2007|Water Temperature|surface|2007-01-01T00:00:00Z|2007-12-31T23:00:00Z|8694|15.7|33.5|26.2|26.4397745571659|3.7373584761086
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2008|Water Temperature|surface|2008-01-01T00:00:00Z|2008-12-31T23:00:00Z|8493|0|33.2|26.5|26.1076651359944|3.76738537106415
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2009|Water Temperature|surface|2009-01-01T00:00:00Z|2009-12-31T23:00:00Z|8747|13.5|33.9|26.8|26.316188407454|4.47738080932083
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2010|Water Temperature|surface|2010-01-01T00:00:00Z|2010-12-31T23:00:00Z|5805|8.7|33.8|23|23.4450473729544|6.23839253093975
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2011|Water Temperature|surface|2011-01-01T00:00:00Z|2011-12-31T23:00:00Z|8760|15.7|34.1|26.9|26.3884360730594|3.97208346266636
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2012|Water Temperature|surface|2012-01-01T00:00:00Z|2012-12-31T23:00:00Z|7614|15.2|33.6|25.2|25.6995009193591|3.83992517700111
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2013|Water Temperature|surface|2013-01-01T00:00:00Z|2013-07-06T02:00:00Z|4208|16.8|31.8|24.9|24.8908269961977|3.46093846537342
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2014|Water Temperature|surface|2014-02-02T20:00:00Z|2014-12-31T23:00:00Z|7971|18.1|33.8|27.4|27.1761886839794|3.50493755705048
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2015|Water Temperature|surface|2015-01-01T00:00:00Z|2015-12-31T23:00:00Z|8757|15.1|33.9|28|27.3418179741921|3.65283618942855
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2016|Water Temperature|surface|2016-01-01T00:00:00Z|2016-12-31T23:00:00Z|8776|15.6|33.8|26.7|26.5365998176846|4.01143187114226
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2017|Water Temperature|surface|2017-01-01T00:00:00Z|2017-12-31T13:00:00Z|4104|17.6|33.5|24.5|25.0143518518519|3.15258269433685
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2018|Water Temperature|surface|2018-01-02T21:00:00Z|2018-12-31T23:00:00Z|6081|15|34|27.4|26.9523926985693|3.8423477370749
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2019|Water Temperature|surface|2019-01-01T00:00:00Z|2019-03-12T14:00:00Z|1680|17.9|28.3|23.4|23.1376785714286|2.60619422342495
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|MLRF1|2005|Water Temperature|surface|2005-01-01T00:00:00Z|2005-12-31T23:00:00Z|8312|20.5|32.1|25.8|26.3761429258903|2.7122457705277
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|MLRF1|2006|Water Temperature|surface|2006-01-01T00:00:00Z|2006-12-31T23:00:00Z|8114|19.8|31.4|27.1|26.9837687946759|2.50835685351098
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|MLRF1|2007|Water Temperature|surface|2007-01-01T00:00:00Z|2007-12-31T23:00:00Z|8486|19.8|32.1|26.6|27.0144708932359|2.35039241133249
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|MLRF1|2008|Water Temperature|surface|2008-01-01T00:00:00Z|2008-12-31T23:00:00Z|8461|20.5|30.9|26.1|26.4958751920577|2.21346155646817
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|MLRF1|2009|Water Temperature|surface|2009-01-01T00:00:00Z|2009-12-31T23:00:00Z|8043|18.9|31.4|26.5|26.4909735173443|2.86808681775855
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|MLRF1|2010|Water Temperature|surface|2010-01-01T00:00:00Z|2010-12-31T23:00:00Z|8700|15.9|31.6|26.4|26.1252068965517|3.28401014408622
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|MLRF1|2011|Water Temperature|surface|2011-01-01T00:00:00Z|2011-12-31T23:00:00Z|8751|19.7|31.6|26.7|26.6216203862416|2.86010328330835
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|MLRF1|2012|Water Temperature|surface|2012-01-01T00:00:00Z|2012-12-31T23:00:00Z|8779|20|31|26.4|26.705034741998|2.04741854549414
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|MLRF1|2013|Water Temperature|surface|2013-01-01T00:00:00Z|2013-12-31T23:00:00Z|8745|21.3|30.1|26.6|26.6749799885649|2.03472950442166
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|MLRF1|2014|Water Temperature|surface|2014-01-01T00:00:00Z|2014-12-31T23:00:00Z|8756|21.5|31.9|26.7|26.9974303334856|2.37409665245367
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|MLRF1|2015|Water Temperature|surface|2015-01-01T00:00:00Z|2015-12-31T23:00:00Z|8573|19.6|32|27.4|27.4008281815001|2.41745779842707
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|MLRF1|2016|Water Temperature|surface|2016-01-01T00:00:00Z|2016-12-31T23:00:00Z|4854|20.9|31.1|26|26.1467655541821|1.85793968583494
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|MLRF1|2017|Water Temperature|surface|2017-01-01T03:00:00Z|2017-12-31T23:00:00Z|6394|21.9|31.5|27|27.1738192055052|2.02867899229469
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|MLRF1|2018|Water Temperature|surface|2018-01-01T00:00:00Z|2018-12-31T23:00:00Z|5308|20.3|30.6|26.3|26.3758854559156|2.18921734228584
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|MLRF1|2019|Water Temperature|surface|2019-01-01T00:00:00Z|2019-03-31T23:00:00Z|1261|21.8|26.1|24.7|24.6264076130056|0.878775585094323
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2002|Water Temperature|Bottom|2002-09-18T13:00:00Z|2002-12-31T23:00:00Z|2507|18.53|30.61|26.24|25.7671320303151|3.32374413148716
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2003|Water Temperature|Bottom|2003-01-01T00:00:00Z|2003-08-27T21:00:00Z|5734|14.43|32.51|28.41|26.6988123474015|4.43428172974638
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2004|Water Temperature|Bottom|2004-01-03T15:00:00Z|2004-12-31T23:00:00Z|8558|16.98|33|25.45|25.6653634026642|4.06401423044777
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2005|Water Temperature|Bottom|2005-01-01T00:00:00Z|2005-12-31T23:00:00Z|4196|16.42|30.59|22.43|22.4414370829361|2.7431313998949
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2006|Water Temperature|Bottom|2006-01-01T00:00:00Z|2006-12-31T23:00:00Z|6698|17.03|32.23|25.46|25.8614571513885|4.01155300724906
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2007|Water Temperature|Bottom|2007-01-01T00:00:00Z|2007-12-31T23:00:00Z|8760|17.95|32.99|25.88|26.4116638127854|3.56402137485469
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2008|Water Temperature|Bottom|2008-01-01T00:00:00Z|2008-12-31T23:00:00Z|6793|15.2|33.209|26.012|26.051204033564|4.01295790989313
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2009|Water Temperature|Bottom|2009-01-01T00:00:00Z|2009-12-31T23:00:00Z|8759|14.745|33.365|26.72|26.4365961867793|4.22591632659127
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2010|Water Temperature|Bottom|2010-01-01T00:00:00Z|2010-09-04T13:00:00Z|5918|9.682|34.229|26.9035|25.5777137546468|5.74755067385562
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2011|Water Temperature|Bottom|2011-01-05T16:00:00Z|2011-12-31T23:00:00Z|8648|17.011|33.469|27.308|26.4422975254394|3.77347598909801
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2012|Water Temperature|Bottom|2012-01-01T00:00:00Z|2012-12-31T23:00:00Z|8780|16.654|33.365|25.963|26.1277816628702|3.65623890833592
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2013|Water Temperature|Bottom|2013-01-01T00:00:00Z|2013-12-31T23:00:00Z|8760|18.961|31.714|26.5|26.3860476027397|3.15736982232084
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2014|Water Temperature|Bottom|2014-01-01T00:00:00Z|2014-12-31T23:00:00Z|8760|17.903|33.235|26.744|26.6905165525114|3.64766543637165
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2015|Water Temperature|Bottom|2015-01-01T00:00:00Z|2015-12-31T23:00:00Z|8760|15.342|33.261|28.147|27.3680501141553|3.57890803210268
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2016|Water Temperature|Bottom|2016-01-01T00:00:00Z|2016-12-31T23:00:00Z|8784|17.296|32.949|26.426|26.6477487477231|3.78583775101357
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2017|Water Temperature|Bottom|2017-01-01T00:00:00Z|2017-12-31T23:00:00Z|8760|18.2|33.3|26.892|26.7764158675799|3.56464607652327
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2018|Water Temperature|Bottom|2018-01-01T00:00:00Z|2018-12-16T21:00:00Z|8398|16.106|33.209|27.333|26.9790011312217|3.77029498449723
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|214|2019|Water Temperature|Bottom|2019-01-01T00:00:00Z|2019-12-31T23:00:00Z|8760|18.961|33.417|27.308|26.8693957762557|3.34698844404582
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|215|2003|Water Temperature|Bottom|2003-01-01T00:00:00Z|2003-12-31T23:00:00Z|8759|18.03|31.23|27.28|26.5314761959128|2.98278490707444
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|215|2004|Water Temperature|Bottom|2004-01-01T00:00:00Z|2004-12-31T23:00:00Z|8784|21.15|30.78|26.23|26.4410143442623|2.41098342252028
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|215|2005|Water Temperature|Bottom|2005-01-01T00:00:00Z|2005-12-31T23:00:00Z|8760|20.22|31.58|25.61|26.1035662100457|2.69916416706656
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|215|2006|Water Temperature|Bottom|2006-01-01T00:00:00Z|2006-12-31T23:00:00Z|6697|19.72|31.35|27.23|26.6893385097805|3.01572717428566
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|215|2007|Water Temperature|Bottom|2007-01-01T00:00:00Z|2007-12-31T23:00:00Z|8758|20.72|31.28|26.451|26.819059602649|2.32948795756557
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|215|2008|Water Temperature|Bottom|2008-01-01T00:00:00Z|2008-12-31T23:00:00Z|7222|21.37|30.976|26.207|26.5840162004985|2.58073689331012
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|215|2009|Water Temperature|Bottom|2009-01-01T00:00:00Z|2009-12-31T23:00:00Z|8760|19.532|31.484|26.744|26.7037348173516|2.922300492449
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|215|2010|Water Temperature|Bottom|2010-01-01T00:00:00Z|2010-09-04T14:00:00Z|5919|18.675|31.204|26.549|25.987823787802|3.50225924917961
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|215|2011|Water Temperature|Bottom|2011-01-05T14:00:00Z|2011-12-31T23:00:00Z|8650|19.579|32.021|26.72|26.6582276300578|2.88055048989709
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|215|2012|Water Temperature|Bottom|2012-01-01T00:00:00Z|2012-12-31T23:00:00Z|8757|20.793|30.849|26.134|26.6567839442732|2.18733950497108
15|Florida Keys National Marine Sanctuary|296|Florida Keys National Marine Sanctuary Seagrass Monitoring Project|215|2013|Water Temperature|Bottom|2013-01-01T00:00:00Z|2013-12-31T23:00:00Z|8760|21.151|30.646|26.842|26.7521365296804|2.2501150408035
