AreaID|ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|Month|ParameterName|RelativeDepth|EarliestSampleDate|LastSampleDate|N_Data|Min|Max|Median|Mean|StandardDeviation
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|3|Water Temperature|bottom|2001-03-01T00:00:00Z|2022-03-31T23:45:00Z|56113|11.8|27.5|19.6|19.6723415251368|2.63697718378253
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|4|Water Temperature|bottom|2001-04-01T00:00:00Z|2022-04-30T23:45:00Z|52672|17.4|28.2|23.2|23.0845439702309|1.92801156465946
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|5|Water Temperature|bottom|2001-05-01T00:00:00Z|2022-05-18T12:15:00Z|51833|20.3|30.4|26.4|26.1519900449521|1.75587924518019
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|6|Water Temperature|bottom|2001-06-01T00:00:00Z|2021-06-30T23:45:00Z|51840|23.8|32.7|29|28.9064043209877|1.30188423417059
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|7|Water Temperature|bottom|2001-07-01T00:00:00Z|2021-07-31T23:45:00Z|51848|26.6|33.7|30|30.0589781669495|1.09233871238821
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|8|Water Temperature|bottom|2001-08-06T10:30:00Z|2021-08-31T23:45:00Z|52089|24.8|33.2|30.2|30.0975676246424|1.22093471317569
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|9|Water Temperature|bottom|2001-09-01T00:00:00Z|2021-09-30T23:45:00Z|49811|21.9|32.6|28.8|28.6744112746181|1.52477093774126
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|10|Water Temperature|bottom|2001-10-01T00:00:00Z|2021-10-31T23:45:00Z|53561|16.8|30.9|25.4|25.2732099848771|2.24998767321866
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|11|Water Temperature|bottom|2001-11-01T00:00:00Z|2021-11-30T23:45:00Z|50144|12.6|28.7|20|20.168071952776|2.7054330285214
19|Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|12|Water Temperature|bottom|2001-12-01T00:00:00Z|2021-12-31T23:45:00Z|52199|7.3|24.5|17.3|17.1673250445411|2.80332112430071
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|1|Water Temperature|bottom|2001-01-01T00:00:00Z|2022-01-31T23:45:00Z|52700|5.6|24.5|15.6|15.5411954459203|2.63900658758381
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|2|Water Temperature|bottom|2001-02-01T00:00:00Z|2022-02-28T23:45:00Z|48731|9.6|22.6|16.3|16.2198251626275|2.25240012402387
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|3|Water Temperature|bottom|2001-03-01T00:00:00Z|2022-03-31T23:45:00Z|54515|11.6|26.3|18.7|18.7503751261121|2.31034090330711
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|4|Water Temperature|bottom|2001-04-01T00:00:00Z|2022-04-30T23:45:00Z|54720|15.2|27.4|22.1|22.0111348684211|1.85628925094094
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|5|Water Temperature|bottom|2001-05-01T00:00:00Z|2022-05-18T10:30:00Z|54675|19.8|29.9|25.3|25.1779460448102|1.65951079066202
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|6|Water Temperature|bottom|2001-06-15T11:00:00Z|2021-06-30T23:45:00Z|49135|21.2|31.9|27.5|27.4773135239646|1.4915429044406
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|7|Water Temperature|bottom|2001-07-01T00:00:00Z|2021-07-31T23:45:00Z|51159|20|32.9|28.4|28.0923825719815|1.86207371834525
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|8|Water Temperature|bottom|2001-08-01T00:00:00Z|2021-08-31T23:45:00Z|52569|18.2|32.2|28.7|28.42984268295|1.67644040147682
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|9|Water Temperature|bottom|2001-09-01T00:00:00Z|2021-09-30T23:45:00Z|49313|20.2|32.6|28.3|28.2459108145925|1.24690497686421
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|10|Water Temperature|bottom|2001-10-05T13:30:00Z|2021-10-31T23:45:00Z|53344|16.6|30.2|25.6|25.485949685063|1.99785892597943
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|11|Water Temperature|bottom|2001-11-01T00:00:00Z|2021-11-30T23:45:00Z|51006|12.9|28.1|20.7|20.7816492177391|2.42847041476578
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|12|Water Temperature|bottom|2001-12-07T12:30:00Z|2021-12-31T23:45:00Z|51287|7.8|23.7|17.7|17.58871253924|2.2823309028907
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|1|Water Temperature|bottom|2003-01-01T00:00:00Z|2022-01-31T23:45:00Z|51861|3.6|25.3|15.5|15.5868301806753|3.35648092961651
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2|Water Temperature|bottom|2002-02-18T16:00:00Z|2022-02-28T23:45:00Z|48310|7.9|27.1|17.3|17.1956510039329|3.10564220113354
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|3|Water Temperature|bottom|2002-03-01T00:00:00Z|2022-03-31T23:45:00Z|54557|10.4|29.5|20.4|20.3012115768829|3.05023707584101
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|4|Water Temperature|bottom|2002-04-01T00:00:00Z|2022-04-30T23:45:00Z|52065|14.4|30.7|24|23.8359243253625|2.40594136260818
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|5|Water Temperature|bottom|2002-05-01T00:00:00Z|2022-05-27T03:00:00Z|53895|18|35|27.1|26.9101141107709|2.34765080379283
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|6|Water Temperature|bottom|2002-06-01T00:00:00Z|2021-06-30T23:45:00Z|47488|23.4|35.2|29.3|29.2174338780323|1.97216503604519
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|7|Water Temperature|bottom|2002-07-01T00:00:00Z|2021-07-31T23:45:00Z|48707|24.3|35.9|30.5|30.4119305233334|1.86109181263061
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|8|Water Temperature|bottom|2002-08-01T00:00:00Z|2021-08-31T23:45:00Z|49215|23.9|35.7|30|29.896344610383|2.06649287999913
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|9|Water Temperature|bottom|2002-09-01T00:00:00Z|2021-09-30T23:45:00Z|50477|22.3|34.9|28.3|28.3112387820195|1.85401128318032
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|10|Water Temperature|bottom|2002-10-01T00:00:00Z|2021-10-31T23:45:00Z|53568|14.6|32.6|25|24.8392678464755|2.50831815741354
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|11|Water Temperature|bottom|2002-11-01T00:00:00Z|2021-11-30T23:45:00Z|50299|10.9|29.5|20|19.9403109405754|2.91789710827375
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|12|Water Temperature|bottom|2002-12-01T00:00:00Z|2021-12-31T23:45:00Z|52997|4.3|25.7|17.6|17.3301847274374|3.12607359018355
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|1|Water Temperature|bottom|2001-01-01T00:00:00Z|2022-01-31T23:45:00Z|54273|5.3|24.2|15|15.0588966889614|3.0747911284742
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|2|Water Temperature|bottom|2001-02-01T00:00:00Z|2022-02-28T23:45:00Z|50660|9.7|24.7|16.6|16.6142696407422|2.67004025333602
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|3|Water Temperature|bottom|2001-03-01T00:00:00Z|2022-03-31T23:45:00Z|56113|11.8|27.5|19.6|19.6723415251368|2.63697718378253
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|4|Water Temperature|bottom|2001-04-01T00:00:00Z|2022-04-30T23:45:00Z|52672|17.4|28.2|23.2|23.0845439702309|1.92801156465946
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|5|Water Temperature|bottom|2001-05-01T00:00:00Z|2022-05-18T12:15:00Z|51833|20.3|30.4|26.4|26.1519900449521|1.75587924518019
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|6|Water Temperature|bottom|2001-06-01T00:00:00Z|2021-06-30T23:45:00Z|51840|23.8|32.7|29|28.9064043209877|1.30188423417059
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|7|Water Temperature|bottom|2001-07-01T00:00:00Z|2021-07-31T23:45:00Z|51848|26.6|33.7|30|30.0589781669495|1.09233871238821
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|8|Water Temperature|bottom|2001-08-06T10:30:00Z|2021-08-31T23:45:00Z|52089|24.8|33.2|30.2|30.0975676246424|1.22093471317569
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|9|Water Temperature|bottom|2001-09-01T00:00:00Z|2021-09-30T23:45:00Z|49811|21.9|32.6|28.8|28.6744112746181|1.52477093774126
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|10|Water Temperature|bottom|2001-10-01T00:00:00Z|2021-10-31T23:45:00Z|53561|16.8|30.9|25.4|25.2732099848771|2.24998767321866
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|11|Water Temperature|bottom|2001-11-01T00:00:00Z|2021-11-30T23:45:00Z|50144|12.6|28.7|20|20.168071952776|2.7054330285214
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|12|Water Temperature|bottom|2001-12-01T00:00:00Z|2021-12-31T23:45:00Z|52199|7.3|24.5|17.3|17.1673250445411|2.80332112430071
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|1|Water Temperature|bottom|2003-01-01T00:00:00Z|2022-01-31T23:45:00Z|48470|6.7|23.6|15.6|15.4890014441923|2.57051208414037
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2|Water Temperature|bottom|2002-02-18T17:00:00Z|2022-02-28T23:45:00Z|45698|10|22.7|15.8|15.8992122193531|2.26011548670837
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|3|Water Temperature|bottom|2002-03-01T00:00:00Z|2022-03-31T23:45:00Z|53956|12|26.9|18.5|18.5573652605827|2.37546935520132
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|4|Water Temperature|bottom|2002-04-01T00:00:00Z|2022-04-30T23:45:00Z|52177|16.2|28|21.9|21.8812561090136|1.93769128342547
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|5|Water Temperature|bottom|2002-05-01T00:00:00Z|2022-05-18T11:15:00Z|49614|19.9|30.4|25.3|25.2273793687266|1.75795973415053
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|6|Water Temperature|bottom|2002-06-01T00:00:00Z|2021-06-30T23:45:00Z|48414|21|32.9|27.8|27.7743173462222|1.47332750932381
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|7|Water Temperature|bottom|2002-07-01T00:00:00Z|2021-07-31T23:45:00Z|49397|20.1|33.2|28.7|28.4669757272709|1.82136514506487
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|8|Water Temperature|bottom|2002-08-01T00:00:00Z|2021-08-31T23:45:00Z|49704|17.8|32.8|28.9|28.6711693223885|1.71499964491104
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|9|Water Temperature|bottom|2002-09-01T00:00:00Z|2021-09-30T23:45:00Z|49684|21.7|33|28.4|28.3416371467676|1.25934603790197
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|10|Water Temperature|bottom|2002-10-01T00:00:00Z|2021-10-31T23:45:00Z|51141|17.5|30|25.6|25.5355546430457|1.85548179471194
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|11|Water Temperature|bottom|2002-11-01T00:00:00Z|2021-11-30T23:45:00Z|45173|14|27.5|20.5|20.7179598432692|2.4244066700236
20|Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|12|Water Temperature|bottom|2002-12-01T00:00:00Z|2021-12-31T23:45:00Z|48506|9|24.2|17.6|17.4341483527811|2.1830719283607
21|Indian River-Malabar to Vero Beach Aquatic Preserve|5005|Indian River Lagoon Aquatic Preserves Continuous Water Quality Monitoring|IRDM|1|Water Temperature|bottom|2004-01-01T00:00:00Z|2007-01-31T23:30:00Z|5397|12.6|25.7|19.1|19.2492495831017|2.60314820023973
21|Indian River-Malabar to Vero Beach Aquatic Preserve|5005|Indian River Lagoon Aquatic Preserves Continuous Water Quality Monitoring|IRDM|2|Water Temperature|bottom|2004-02-01T00:00:00Z|2007-02-28T23:30:00Z|5424|12.1|26.5|19.6|19.4659292035398|2.35803496941539
21|Indian River-Malabar to Vero Beach Aquatic Preserve|5005|Indian River Lagoon Aquatic Preserves Continuous Water Quality Monitoring|IRDM|3|Water Temperature|bottom|2005-03-01T00:01:00Z|2007-03-31T23:29:00Z|4462|15.4|27.4|22.5|22.2175257731959|2.398927947654
21|Indian River-Malabar to Vero Beach Aquatic Preserve|5005|Indian River Lagoon Aquatic Preserves Continuous Water Quality Monitoring|IRDM|4|Water Temperature|bottom|2005-04-01T00:00:00Z|2007-04-18T13:00:00Z|2547|18.8|31.7|25.4|25.4791912053396|2.39125445175894
21|Indian River-Malabar to Vero Beach Aquatic Preserve|5005|Indian River Lagoon Aquatic Preserves Continuous Water Quality Monitoring|IRDM|5|Water Temperature|bottom|2006-05-01T00:00:00Z|2006-05-31T23:29:00Z|1488|22.5|32.8|28.5|28.475|1.96794589074936
21|Indian River-Malabar to Vero Beach Aquatic Preserve|5005|Indian River Lagoon Aquatic Preserves Continuous Water Quality Monitoring|IRDM|6|Water Temperature|bottom|2005-06-01T00:00:00Z|2006-06-30T23:30:00Z|2443|24.1|33.8|28.7|28.6646745804339|2.13579928401756
21|Indian River-Malabar to Vero Beach Aquatic Preserve|5005|Indian River Lagoon Aquatic Preserves Continuous Water Quality Monitoring|IRDM|7|Water Temperature|bottom|2005-07-01T00:00:00Z|2006-07-31T23:30:00Z|2976|25.9|35|30.2|30.3235551075269|1.75832223191537
21|Indian River-Malabar to Vero Beach Aquatic Preserve|5005|Indian River Lagoon Aquatic Preserves Continuous Water Quality Monitoring|IRDM|8|Water Temperature|bottom|2005-08-01T00:00:00Z|2006-08-31T23:30:00Z|2546|26.9|35.6|31.1|31.2132364493323|1.71537871567063
21|Indian River-Malabar to Vero Beach Aquatic Preserve|5005|Indian River Lagoon Aquatic Preserves Continuous Water Quality Monitoring|IRDM|9|Water Temperature|bottom|2003-09-19T14:00:00Z|2006-09-30T23:59:00Z|2544|25.5|33.7|29.4|29.3518474842767|1.57375637558637
21|Indian River-Malabar to Vero Beach Aquatic Preserve|5005|Indian River Lagoon Aquatic Preserves Continuous Water Quality Monitoring|IRDM|10|Water Temperature|bottom|2003-10-01T00:30:00Z|2006-10-31T23:30:00Z|4460|18.6|31.3|26.8|26.342399103139|2.4270117962549
21|Indian River-Malabar to Vero Beach Aquatic Preserve|5005|Indian River Lagoon Aquatic Preserves Continuous Water Quality Monitoring|IRDM|11|Water Temperature|bottom|2003-11-01T00:01:00Z|2006-11-30T23:30:00Z|4321|14.4|27.6|23.1|22.8352927563064|2.27679253020922
21|Indian River-Malabar to Vero Beach Aquatic Preserve|5005|Indian River Lagoon Aquatic Preserves Continuous Water Quality Monitoring|IRDM|12|Water Temperature|bottom|2003-12-01T00:30:00Z|2006-12-31T23:30:00Z|5183|11.6|25.8|19|19.0697665444723|2.59909554443028
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|1|Water Temperature|surface|2004-01-01T00:00:00Z|2023-01-31T00:00:00Z|897|11.2|25.3|20.5|20.2191750278707|2.07205314347284
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|2|Water Temperature|surface|2004-02-01T00:00:00Z|2023-02-28T00:00:00Z|807|15.1|26.2|21.6|21.512019826518|2.21029438089743
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|3|Water Temperature|surface|2004-03-01T00:00:00Z|2022-03-31T00:00:00Z|206|16.7|26.8|23.5|22.9495145631068|2.2435109151988
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|4|Water Temperature|surface|2022-04-01T00:00:00Z|2022-04-30T00:00:00Z|36|23.9|27|25.85|25.9444444444444|0.80938934457473
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|5|Water Temperature|surface|2022-05-01T00:00:00Z|2022-05-31T00:00:00Z|41|25.8|29.9|28|27.9634146341463|1.16956318716882
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|6|Water Temperature|surface|2022-06-01T00:00:00Z|2022-06-30T00:00:00Z|41|26.4|31.3|30|29.790243902439|1.27843749906845
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|7|Water Temperature|surface|2022-07-01T00:00:00Z|2022-07-31T00:00:00Z|43|29.2|31.8|30.8|30.7511627906977|0.603707629105054
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|8|Water Temperature|surface|2022-08-01T00:00:00Z|2022-08-31T00:00:00Z|53|29.1|32.3|30.9|30.9415094339623|0.821451333420623
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|9|Water Temperature|surface|2022-09-01T00:00:00Z|2022-09-30T00:00:00Z|37|25.2|30.8|28.9|29.0432432432432|1.35329649796762
30|Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NEKD|1|Water Temperature|bottom|2005-01-01T00:00:00Z|2011-01-31T23:30:00Z|9745|5.8|20|13.9|13.5497280656747|2.72925263930395
30|Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NEKD|2|Water Temperature|bottom|2005-02-01T00:00:00Z|2011-02-28T23:30:00Z|9020|9|19.8|14|13.8873059866962|2.12852361177426
30|Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NEKD|3|Water Temperature|bottom|2004-03-01T00:30:00Z|2011-03-31T23:30:00Z|11342|11.1|23.9|17.1|16.9473020631282|2.2901435089357
30|Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NEKD|4|Water Temperature|bottom|2004-04-01T00:00:00Z|2011-04-30T23:30:00Z|11252|15.6|27|20.7|20.7354603626022|1.98382113371658
30|Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NEKD|5|Water Temperature|bottom|2004-05-01T00:00:00Z|2011-05-31T23:30:00Z|10735|19.3|29.8|24.6|24.5814904517932|1.79083729213218
