ManagedAreaName|Year|N|Min|Max|Median|Mean|StandardDeviation|N_VoB|ProgramIDs
Estero Bay Aquatic Preserve|2009|24|0.25|1.4|1|0.985416666666667|0.235667030522647|0|5002
Estero Bay Aquatic Preserve|2010|45|0.2|1.9|0.9|0.916666666666667|0.339786028927832|0|5002
Estero Bay Aquatic Preserve|2011|21|0.54864667|1.7|1.2|1.17088398904762|0.292776737043072|0|514, 5002
Estero Bay Aquatic Preserve|2012|33|0.3|1.8|1.06681297|1.10212291242424|0.261920847141572|0|514, 5002
Estero Bay Aquatic Preserve|2013|14|0.60960741|2.83467447|1.34113631|1.46741213|0.564169682911602|0|514
Estero Bay Aquatic Preserve|2014|15|0.45720556|2.2860278|1.31065594|1.23547102266667|0.574278779136886|0|514
Estero Bay Aquatic Preserve|2015|21|0.15240185|1.37161668|1|0.870339405714286|0.351390320129146|4|514, 5002
Estero Bay Aquatic Preserve|2016|5|0.60960741|1.82882224|1.00585223|1.164350158|0.481165259949145|0|514
Estero Bay Aquatic Preserve|2017|3|0.54864667|1.98122409|1.21921483|1.24969519666667|0.71677493373971|0|514
Estero Bay Aquatic Preserve|2018|3|0.30480371|1.82882224|1.67642039|1.27001544666667|0.839363957660899|0|514
Estero Bay Aquatic Preserve|2020|20|0.3|1.8|1.025|1.115|0.456272079494588|6|476
Estero Bay Aquatic Preserve|2021|26|0.45|2|1.3|1.25384615384615|0.417833238726427|8|476, 5002
Estero Bay Aquatic Preserve|2022|2|0.15|0.9|0.525|0.525|0.530330085889911|0|476
Florida Keys National Marine Sanctuary|1996|7|15|26|21|20.5714285714286|3.69039938476144|0|60
Florida Keys National Marine Sanctuary|1997|38|0.5|21|1.65|5.28421052631579|7.58984123025158|0|60, 69
Florida Keys National Marine Sanctuary|1998|10|0.45720556|3.53572299|1.295415755|1.603267496|0.908089992171065|0|514
Florida Keys National Marine Sanctuary|1999|616|0.45720556|9|1.9|2.24431386714286|1.27887742034973|0|69, 514
Florida Keys National Marine Sanctuary|2000|742|0.39624482|9.5|1.8|2.22344546828841|1.43100045622566|0|69, 514
Florida Keys National Marine Sanctuary|2001|187|0.39624482|6.09607413|2.13362594|2.36988839326203|1.44481186910682|0|115, 514
Florida Keys National Marine Sanctuary|2002|180|0.91441112|20.8|2.43842965|3.49123939938889|3.60427618772908|0|60, 514
Florida Keys National Marine Sanctuary|2003|219|0.91441112|6.88856376|3.04803706|3.30426702917808|1.53992904965299|0|514
Florida Keys National Marine Sanctuary|2004|202|1.06681297|6.82760302|3.81004633|3.52848013391089|1.59904681486143|0|514
Florida Keys National Marine Sanctuary|2005|56|0|5.5|2.13362594|2.30350262910714|1.03765734138472|0|514, 4049, 5002
Florida Keys National Marine Sanctuary|2006|112|0.60960741|4.5720556|1.25|1.488141938125|0.719136144463213|0|69, 514, 4049
Florida Keys National Marine Sanctuary|2007|141|0.6|4.26725189|1.67642039|1.90924040304965|0.827369873634518|0|69, 514, 4049
Florida Keys National Marine Sanctuary|2008|130|0.6|5.18166301|2.05|2.17127754938462|0.988305217039003|0|69, 514, 4049
Florida Keys National Marine Sanctuary|2009|100|0.60960741|4.8768593|2.057425015|2.110345281|0.899002082242748|0|69, 514
Florida Keys National Marine Sanctuary|2010|155|0.6|9|2|2.22941548458065|1.0667957891557|0|60, 514, 4049, 5002
Florida Keys National Marine Sanctuary|2011|69|0.91441112|4.5720556|2.4|2.49972159492754|0.958491001830399|0|514, 4049
Florida Keys National Marine Sanctuary|2012|67|0.60960741|5.18166301|2.7|2.45441872477612|0.821553670799283|0|514, 4049
Florida Keys National Marine Sanctuary|2013|66|0.91441112|4.5720556|2.72161668|2.62137819272727|0.855709594110564|0|514, 4049
Florida Keys National Marine Sanctuary|2014|57|0.91441112|4.96830041|2.5908315|2.52959184052632|0.875728777018246|0|514, 4049
Florida Keys National Marine Sanctuary|2015|210|0|7.2|1.82882224|2.05531311485714|1.71777312130245|27|514, 3000, 4049, 5002
Florida Keys National Marine Sanctuary|2016|337|0|14|1.6|1.95499655136499|2.20208270838113|63|514, 3000, 4049, 5002
Florida Keys National Marine Sanctuary|2017|214|0|16|1.9|2.66206408341122|3.0081276309006|73|514, 3000, 4049, 5002
Florida Keys National Marine Sanctuary|2018|109|0|6.40087783|2.13362594|1.99538965623853|1.69415541160157|0|514, 3000, 4049
Florida Keys National Marine Sanctuary|2019|39|0.76200927|7.01048525|2.74323336|3.05596426871795|1.451683413445|6|514, 4049
Florida Keys National Marine Sanctuary|2020|43|0.70105|3.96245|3.04804|2.79923209302326|0.681754290169532|18|514
Florida Keys National Marine Sanctuary|2021|46|0.91441|4.11485|2.74323|2.4788497826087|0.893422323892145|25|514
Fort Clinch State Park Aquatic Preserve|2001|40|0.3|2.2|0.95|0.915|0.396491019072473|0|69
Fort Clinch State Park Aquatic Preserve|2002|42|0.2|2.1|1|0.966666666666667|0.406452029189818|0|69
Fort Clinch State Park Aquatic Preserve|2003|28|0.4|2.5|1|1.175|0.616816798541482|0|69
Fort Clinch State Park Aquatic Preserve|2004|47|0.3|2|0.8|0.787234042553192|0.449935754484723|0|69
Fort Clinch State Park Aquatic Preserve|2005|48|0.1|2|0.7|0.829166666666667|0.411514242318787|0|69
Fort Clinch State Park Aquatic Preserve|2006|34|0.3|1.6|1|0.926470588235294|0.392589556298681|0|69
Fort Clinch State Park Aquatic Preserve|2007|57|0.3|1.8|0.8|0.859824561403509|0.391200036645805|0|69, 103
Fort Clinch State Park Aquatic Preserve|2008|42|0.3|2.6|1|1.03333333333333|0.508305010539772|0|69
Fort Clinch State Park Aquatic Preserve|2009|36|0.1|1.4|0.95|0.855555555555556|0.381309356555573|0|69
Fort Clinch State Park Aquatic Preserve|2010|36|0.2|1.4|0.8|0.858333333333333|0.314756141435602|0|69
Fort Clinch State Park Aquatic Preserve|2011|35|0.2|2.4|0.7|0.857142857142857|0.634908846762651|0|69
Fort Clinch State Park Aquatic Preserve|2012|34|0.2|2|0.7|0.776470588235294|0.393168036810395|0|69
Fort Clinch State Park Aquatic Preserve|2013|55|0.1|1.9|0.8|0.836363636363636|0.430917899013531|0|69, 5002
Fort Clinch State Park Aquatic Preserve|2014|51|0.3|1.4|0.7|0.786274509803922|0.324973603754605|0|69, 5002
Fort Clinch State Park Aquatic Preserve|2015|43|0.3|1.6|0.8|0.867441860465116|0.344840149463734|0|69
Fort Clinch State Park Aquatic Preserve|2016|54|0.4|2.3|0.8|0.959259259259259|0.468042297120443|0|69
Fort Clinch State Park Aquatic Preserve|2017|44|0.3|1.9|0.75|0.809090909090909|0.411360862242874|0|69
Fort Pickens State Park Aquatic Preserve|1987|6|1|3|2|2.16666666666667|0.752772652709081|0|103
Fort Pickens State Park Aquatic Preserve|1988|6|2|3|2.5|2.5|0.547722557505166|0|103
Fort Pickens State Park Aquatic Preserve|1996|1|2.6|2.6|2.6|2.6||0|69
Fort Pickens State Park Aquatic Preserve|1999|5|2|3|2.2|2.3|0.412310562561766|0|5002
Fort Pickens State Park Aquatic Preserve|2003|2|0.9|0.9|0.9|0.9|0|0|69
Fort Pickens State Park Aquatic Preserve|2009|5|1.8|2.2|2|1.96|0.167332005306815|0|5002
Fort Pickens State Park Aquatic Preserve|2010|3|4.5|10.3|5|6.6|3.21403173599764|0|60, 5002
Fort Pickens State Park Aquatic Preserve|2011|12|4.2|6.5|5.1|5.325|0.80693020989201|0|5002
Fort Pickens State Park Aquatic Preserve|2012|8|4.1|8.2|6.55|6.4625|1.1734412152785|1|5002
Fort Pickens State Park Aquatic Preserve|2013|1|9|9|9|9||0|60
Fort Pickens State Park Aquatic Preserve|2014|4|0.5|4.2|2.15|2.25|1.78232058470598|1|5002
Fort Pickens State Park Aquatic Preserve|2016|24|1|6.1|2.45|2.72916666666667|1.09513912821382|0|4065
Fort Pickens State Park Aquatic Preserve|2017|52|0.3|5.5|2.5|2.12692307692308|1.43018789175812|0|69, 4065
Fort Pickens State Park Aquatic Preserve|2018|48|1|6|2.5|2.67708333333333|1.05673918023108|0|4065
Fort Pickens State Park Aquatic Preserve|2019|48|2|6.5|3.5|3.5625|1.23178213741008|0|4065
Fort Pickens State Park Aquatic Preserve|2020|4|2.22507|3.29188|2.819435|2.788955|0.536372858404798|0|514
Fort Pickens State Park Aquatic Preserve|2021|9|1.98122|3.65764|3.35284|3.11915555555556|0.541402071710829|1|514
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|1994|54|0.3|2.9|0.9|1.24444444444444|0.664651040990164|0|69
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|1995|160|0.2|4|1.2|1.3075|0.72411733299907|0|69
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|1996|223|0.2|3.5|0.9|1.29506726457399|0.880122263187223|0|69
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|1997|283|0.2|3.6|0.8|1.04028268551237|0.715038007681859|0|69
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|1998|295|0.2|3.1|0.8|0.93864406779661|0.550199276289651|0|69
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|1999|355|0.2|4|1|1.20535211267606|0.675603582380367|0|69
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2000|362|0.15240185|3.3|0.9|1.04058361994475|0.607854511880066|0|69, 514
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2001|770|0.2|4|0.85|1.04389486258442|0.626402996030835|0|69, 479, 513, 514, 5002
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2002|841|0.2|4.5|1|1.16171381305589|0.643666608590852|0|69, 479, 514
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2003|942|0.2|4.7|1|1.18343746102972|0.72160945218379|0|69, 479, 514, 5002
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2004|998|0.1|4.5|0.8|1.06603185641283|0.68293311280093|0|69, 115, 479, 513, 514
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2005|1023|0.3|4|1|1.22665122565982|0.757049049566387|0|69, 479, 514, 5002
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2006|986|0.2|5.3|1|1.4105476673428|0.95502427973475|0|69, 479
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2007|986|0.3|4.8|1|1.44371330299189|0.945545998995195|0|69, 479, 514, 5002
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2008|1054|0.2|4.5|1.2|1.46205328039848|0.919734287704601|0|69, 479, 514, 5002
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2009|976|0.2|4.2|1.2|1.44976645040984|0.865890199626414|0|69, 479, 514, 5002
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2010|1067|0.3|5.7|1.2|1.48537956888472|0.9270441240577|0|69, 479, 5002
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2011|1283|0.2|6|1|1.31215900233827|0.851634346713405|0|69, 479, 5002
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2012|1248|0.3|5|1.2|1.41666666666667|0.852532118514078|0|69, 479, 5002
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2013|1152|0.2|4.9|1.2|1.49201388888889|0.914924297798351|0|69, 479, 5002
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2014|1780|0.1|5.3|1|1.33199438202247|0.884972416291209|0|69, 479, 5002
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2015|2008|0.2|5.2|0.8|1.1156374501992|0.766302306368227|0|69, 479
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2016|1509|0.3|4.4|0.8|1.09171636845593|0.693560019321801|4|69, 476, 479, 5002
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2017|1305|0.2|5|0.8|1.1183908045977|0.825689255063701|0|69
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2020|152|0.46|4.4|1.7|1.99578947368421|1.05170597855053|13|476, 479, 5002
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2021|36|0.25|2.3|1|1.09861111111111|0.535255094205572|21|476, 5002
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|2022|2|0.45|1|0.725|0.725|0.388908729652601|1|476
Guana River Marsh Aquatic Preserve|1999|38|0.3|1.4|0.7|0.765789473684211|0.2704114140697|0|5002
Guana River Marsh Aquatic Preserve|2000|37|0.15|1.2|0.7|0.737837837837838|0.285872301863914|0|5002
Guana River Marsh Aquatic Preserve|2001|21|0.1|1.2|0.7|0.657142857142857|0.284291098297904|0|69, 5002
Guana River Marsh Aquatic Preserve|2002|11|0.16|1.3|0.7|0.691818181818182|0.311987761997748|0|5002
Guana River Marsh Aquatic Preserve|2004|21|0.3|1|0.5|0.552380952380952|0.199045340611248|0|5002
Guana River Marsh Aquatic Preserve|2005|98|0.25|1.7|0.6|0.645918367346939|0.303813686581115|0|5002
Guana River Marsh Aquatic Preserve|2006|23|0.4|1|0.6|0.626086956521739|0.132175473258942|0|5002
Guana River Marsh Aquatic Preserve|2009|84|0.1|1.4|0.3|0.342857142857143|0.193437960096244|0|69, 5002
Guana River Marsh Aquatic Preserve|2010|94|0.05|1|0.2|0.283510638297872|0.190836908621109|0|69, 5002
Guana River Marsh Aquatic Preserve|2014|68|0.2|1.3|0.6|0.645588235294118|0.211909459354705|0|5002
Guana River Marsh Aquatic Preserve|2017|48|0.1|0.91|0.386|0.411708333333333|0.170848689847757|0|5014
Guana River Marsh Aquatic Preserve|2018|62|0.15|1.4|0.75|0.700225806451613|0.323362072826702|1|5014
Guana River Marsh Aquatic Preserve|2019|26|0.15|1.4|0.95|0.901923076923077|0.341022218991892|2|5014
Guana River Marsh Aquatic Preserve|2020|48|0.3|1.6|0.7|0.784375|0.34412334657732|4|5002, 5014
Guana River Marsh Aquatic Preserve|2021|49|0.2|1.6|0.7|0.69469387755102|0.33235963228116|1|5002, 5014
Guana Tolomato Matanzas National Estuarine Research Reserve|1999|38|0.3|1.4|0.7|0.765789473684211|0.2704114140697|0|5002
Guana Tolomato Matanzas National Estuarine Research Reserve|2000|37|0.15|1.2|0.7|0.737837837837838|0.285872301863914|0|5002
Guana Tolomato Matanzas National Estuarine Research Reserve|2001|25|0.1|1.2|0.6|0.632|0.266098352744494|0|69, 5002
Guana Tolomato Matanzas National Estuarine Research Reserve|2002|11|0.16|1.3|0.7|0.691818181818182|0.311987761997748|0|5002
Guana Tolomato Matanzas National Estuarine Research Reserve|2004|28|0.3|2.5|0.6|0.746428571428571|0.470997478059728|0|5002
Guana Tolomato Matanzas National Estuarine Research Reserve|2005|114|0.25|2|0.6|0.708771929824561|0.355503233872194|0|5002
Guana Tolomato Matanzas National Estuarine Research Reserve|2006|23|0.4|1|0.6|0.626086956521739|0.132175473258942|0|5002
Guana Tolomato Matanzas National Estuarine Research Reserve|2008|6|0.2|0.7|0.325|0.366666666666667|0.177951304200522|0|5002
Guana Tolomato Matanzas National Estuarine Research Reserve|2009|101|0.1|1.4|0.3|0.378217821782178|0.229174152292984|0|69, 5002
Guana Tolomato Matanzas National Estuarine Research Reserve|2010|105|0.05|1|0.2|0.284285714285714|0.189040375941923|0|69, 5002
Guana Tolomato Matanzas National Estuarine Research Reserve|2011|3|0.2|0.6|0.4|0.4|0.2|0|5002
Guana Tolomato Matanzas National Estuarine Research Reserve|2014|118|0.2|1.4|0.6|0.64364406779661|0.229970883531373|0|5002
Guana Tolomato Matanzas National Estuarine Research Reserve|2015|29|0.2|1.3|0.6|0.586206896551724|0.264540218291276|0|5002
Guana Tolomato Matanzas National Estuarine Research Reserve|2017|65|0.1|2|0.44|0.577046153846154|0.372799520133192|1|5002, 5014
Guana Tolomato Matanzas National Estuarine Research Reserve|2018|68|0.15|1.4|0.8|0.744323529411765|0.339990273837025|1|5014
Guana Tolomato Matanzas National Estuarine Research Reserve|2019|26|0.15|1.4|0.95|0.901923076923077|0.341022218991892|2|5014
Guana Tolomato Matanzas National Estuarine Research Reserve|2020|109|0.2|2.3|0.8|0.805733944954129|0.401258913416674|7|5002, 5014
Guana Tolomato Matanzas National Estuarine Research Reserve|2021|109|0.11|3.5|0.7|0.825614678899083|0.565096876457953|7|5002, 5014
Guana Tolomato Matanzas National Estuarine Research Reserve|2022|1|0.7|0.7|0.7|0.7||0|5002
Indian River-Malabar to Vero Beach Aquatic Preserve|1991|11|0.6|2.1|1.3|1.25454545454545|0.537333483720559|0|3001
Indian River-Malabar to Vero Beach Aquatic Preserve|1992|34|0.4|1.8|0.8|0.879411764705882|0.40360452573123|0|3001
Indian River-Malabar to Vero Beach Aquatic Preserve|1993|5|0.4|0.8|0.7|0.68|0.16431676725155|0|3001
Indian River-Malabar to Vero Beach Aquatic Preserve|1994|67|0.3|2.6667|0.8|0.860697014925373|0.338842332589349|0|3001
Indian River-Malabar to Vero Beach Aquatic Preserve|1995|187|0.2|1.6|0.7|0.739572192513369|0.232877809293406|0|69, 3001
Indian River-Malabar to Vero Beach Aquatic Preserve|1996|137|0.1|9.9|0.7|0.937956204379562|1.22433243436272|0|69, 3001
Indian River-Malabar to Vero Beach Aquatic Preserve|1997|215|0|1.9|0.9|0.915209302325581|0.331229411854606|0|69, 3001
Indian River-Malabar to Vero Beach Aquatic Preserve|1998|279|0.2|1.7|0.7|0.730824372759857|0.293177275871247|0|69, 3001
Indian River-Malabar to Vero Beach Aquatic Preserve|1999|314|0.1|1.8|0.6|0.701910828025478|0.335297557531892|0|69, 3001
Indian River-Malabar to Vero Beach Aquatic Preserve|2000|344|0.2|2|0.7|0.714854651162791|0.276411789463469|0|69, 3001
Indian River-Malabar to Vero Beach Aquatic Preserve|2001|649|0.07|6|0.7|0.744006163328197|0.396670136880531|0|69, 3001
Indian River-Malabar to Vero Beach Aquatic Preserve|2002|736|0.09|14|0.8|0.917622282608696|0.868408458234224|0|69, 3001
Indian River-Malabar to Vero Beach Aquatic Preserve|2003|934|0.2|2.3|0.8|0.854336188436831|0.385001410663791|0|69, 3001, 3013
Indian River-Malabar to Vero Beach Aquatic Preserve|2004|1069|0.1|2.1|0.7|0.74021515434986|0.384084653534858|0|69, 3001, 3013
Indian River-Malabar to Vero Beach Aquatic Preserve|2005|1136|0.1|3|0.8|0.832051056338028|0.396788119136486|0|69, 3001, 3013, 5002
Indian River-Malabar to Vero Beach Aquatic Preserve|2006|961|0.2|2.3|0.8|0.87426638917794|0.391361283167978|0|69, 3001, 3013, 5002
Indian River-Malabar to Vero Beach Aquatic Preserve|2007|1185|0.1|2.6|0.8|0.829552742616034|0.3685738389955|0|69, 3001, 3013
Indian River-Malabar to Vero Beach Aquatic Preserve|2008|1160|0.1|2.3|0.7|0.808577586206897|0.407874340959505|0|69, 3001, 3013, 5002
Indian River-Malabar to Vero Beach Aquatic Preserve|2009|1095|0.1|2.7|0.8|0.824785388127854|0.368495290758211|0|69, 3001, 3013
Indian River-Malabar to Vero Beach Aquatic Preserve|2010|1165|0.1|2.5|0.7|0.774892703862661|0.329516087436881|0|69, 3001, 3013, 5002
Indian River-Malabar to Vero Beach Aquatic Preserve|2011|1026|0.1|1.7|0.6|0.661666666666667|0.258653266353089|0|69, 3001, 3013
Indian River-Malabar to Vero Beach Aquatic Preserve|2012|876|0.2|2.5|0.8|0.868184931506849|0.377201142311702|0|69, 3001, 3013
Indian River-Malabar to Vero Beach Aquatic Preserve|2013|831|0.1|2.6|0.9|0.940794223826715|0.397780704572822|0|69, 3001, 3013, 5002
Indian River-Malabar to Vero Beach Aquatic Preserve|2014|879|0.2|2.4|0.85|0.92778156996587|0.402839825363788|0|69, 3001, 3013
Indian River-Malabar to Vero Beach Aquatic Preserve|2015|884|0.1|2.2|0.7|0.820757918552036|0.356601855817605|0|69, 3001, 3013, 5002
Indian River-Malabar to Vero Beach Aquatic Preserve|2016|835|0.008|2.2|0.7|0.782452694610779|0.374752933609232|2|69, 3001, 3013, 5002
Indian River-Malabar to Vero Beach Aquatic Preserve|2017|821|0.04|2|0.78|0.818952496954933|0.362157658612832|0|69, 3001, 3013
Indian River-Malabar to Vero Beach Aquatic Preserve|2018|396|0|2.1|1|0.917323232323232|0.405226495898134|106|3001, 3013, 5002
Indian River-Malabar to Vero Beach Aquatic Preserve|2019|274|0.08|5|1.1|1.10510948905109|0.462581729103198|82|3001, 3013, 5002
Indian River-Malabar to Vero Beach Aquatic Preserve|2020|202|0.4|2.7|1.1|1.09519801980198|0.334395140285868|57|3001, 3013, 5002
Indian River-Malabar to Vero Beach Aquatic Preserve|2021|179|0.05|3|1|1.0159217877095|0.329600736549336|73|5002
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|1992|31|0.4|1.2|0.6|0.690322580645161|0.215026880040113|0|3001
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|1993|15|0.6|1.2|0.9|0.893333333333333|0.228243812830136|0|3001
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|1996|2|1|1|1|1|0|0|3001
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|1997|24|0.3|1.5|1|1.02083333333333|0.255341487742041|0|69
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|1998|20|0.3|2|0.75|0.75|0.34105100714363|0|69
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|1999|24|0.5|2|0.9|0.9875|0.385962940325037|0|69, 3001
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2000|25|0.4|1.7|1.1|1.008|0.335310801098523|0|69
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2001|92|0.6|1.7|0.9|0.972282608695652|0.26317212543563|0|69, 3001
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2002|42|0.5|1.6|0.9|0.957142857142857|0.264245688653808|0|69
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2003|64|0.4|1.3|0.8|0.85703125|0.253994623662011|0|69, 3013
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2004|48|0.5|1.7|0.9|0.9125|0.284062474399035|0|69, 3013
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2005|59|0.2|1.7|1|0.990677966101695|0.343972053830659|0|69, 3013
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2006|68|0.6|1.55|1|1.03588235294118|0.246862311578668|0|69, 3013
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2007|85|0.3|2.3|0.9|0.934823529411765|0.331061107022001|0|69, 3013, 5002
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2008|83|0.3|1.85|0.9|0.975301204819277|0.371838993971255|0|69, 3001, 3013
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2009|69|0.3|2|1|0.984057971014493|0.292742201586892|0|69, 3013
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2010|70|0.3|2.2|1.1|1.07142857142857|0.446124326969368|0|69, 3013
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2011|63|0.3|1.7|0.8|0.780952380952381|0.335942171894424|0|69, 3013
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2012|61|0.5|2|1|1.04409836065574|0.333128488970749|0|69, 3013
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2013|62|0.5|2.1|1|1.07983870967742|0.339051192689071|0|69, 3013
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2014|67|0.2|1.9|0.9|0.941791044776119|0.40821089830423|0|69, 3013
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2015|77|0.4|2.1|1|0.98961038961039|0.326800444334079|0|69, 3013
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2016|73|0.3|1.5|0.8|0.876027397260274|0.271583523708777|0|69, 3013
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2017|59|0.4|1.5|0.9|0.917796610169492|0.315786198933055|0|69, 3013
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2018|13|0.5|1.5|1.2|1.07692307692308|0.334549065045887|0|3013
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2019|16|0.16|1.95|1.05|1.063125|0.396177043756955|1|3001, 3013, 5002
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2020|53|0.1|2.1|0.7|0.761509433962264|0.542793331638136|20|3001, 3013, 5002
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2021|42|0.3|2|0.4|0.813095238095238|0.559078021935148|29|5002
Jensen Beach to Jupiter Inlet Aquatic Preserve|1993|5|1.4|1.7|1.6|1.58|0.109544511501033|0|3001
Jensen Beach to Jupiter Inlet Aquatic Preserve|1994|10|1.1|1.7|1.4|1.4|0.176383420737639|0|3001, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|1995|41|0.2|3|0.8|0.895121951219512|0.634409654526236|0|3001, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|1996|80|0.3|5|1.1|1.21625|0.779555821273251|0|3001, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|1997|115|0.5|3.5|1|1.12173913043478|0.389057026599708|0|69, 3001, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|1998|126|0.2|2.4|1|0.998412698412698|0.40948438348423|0|69, 3001, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|1999|122|0.2|3.8|1|0.996448360655738|0.451521282958215|0|69, 3001, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|2000|120|0.35|2.7|0.9|1.02458333333333|0.384248466169354|0|69, 3001, 5002, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|2001|204|0.1|2.9|1|1.03495098039216|0.386047927738706|0|69, 3001, 5002, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|2002|179|0.3|2.8|1|1.02988826815642|0.384405259038163|0|69, 3001, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|2003|226|0.1|2.7|1.1|1.11946902654867|0.373953866930049|0|69, 3001, 3013, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|2004|162|0.2|3.2|1|1.05851851851852|0.516796417288293|0|69, 3001, 3013, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|2005|141|0.2|2.85|0.8|0.945035460992908|0.432777778861615|0|69, 3001, 3013, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|2006|229|0.2|7.3|1|1.18384279475983|0.701674745777793|0|69, 3001, 3013, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|2007|278|0.2|5.4|1|1.13273381294964|0.700971791411296|0|69, 3001, 3013, 5002, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|2008|243|0.1|3.6|1|1.06465020576132|0.53877595148514|0|69, 3001, 3013, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|2009|198|0.3|5.7|1|1.22626262626263|0.721386265377503|0|69, 3001, 3013, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|2010|195|0.3|4.8|1.2|1.39615384615385|0.755442846107587|0|69, 3001, 3013, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|2011|190|0.1|4.8|1.1|1.27736842105263|0.66359484440132|0|69, 3001, 3013, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|2012|179|0.1|5.4|1.1|1.34469273743017|0.859244043568318|0|69, 3001, 3013, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|2013|267|0|5.2|1.1|1.24157303370787|0.852162528458734|0|69, 3001, 3013, 3016, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|2014|222|0.3|5.7|1|1.12130630630631|0.57918307725073|0|69, 3001, 3013, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|2015|235|0.1|5.2|0.9|0.978297872340426|0.561588555585568|0|69, 3001, 3013, 10000
Jensen Beach to Jupiter Inlet Aquatic Preserve|2016|142|0.2|4|0.8|1.01161971830986|0.630311908968214|0|69, 3013, 10000
