AreaID|ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|Year|ParameterName|RelativeDepth|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2005|Water Temperature|surface|2005-02-01|2005-12-31|273|19.3434782608696|32.6|25.4791666666667|25.8621762036155|3.41168868512137
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2006|Water Temperature|surface|2006-01-01|2006-12-31|359|17.8875|31.6801687763713|26.9414225941423|26.5482723249693|3.60929423760998
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2007|Water Temperature|surface|2007-01-01|2007-12-31|364|19.0899581589958|32.4721739130435|26.2841038359788|26.7368943320533|3.31954894156432
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2008|Water Temperature|surface|2008-01-01|2008-12-31|366|18.7533333333333|31.9533333333333|26.61125|26.9831716579103|3.15366630384951
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2009|Water Temperature|surface|2009-01-01|2009-12-31|358|18.2529166666667|32.6029166666667|27.5730695636624|27.6524546301083|3.48025149604301
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2010|Water Temperature|surface|2010-01-01|2010-12-31|361|15.35125|32.9861924686192|26.345|26.117571260518|4.43220172174991
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2011|Water Temperature|surface|2011-01-01|2011-12-31|363|18.77125|32.9633333333333|27.4445833333333|26.8129347207461|3.80215172145456
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2012|Water Temperature|surface|2012-01-01|2012-12-31|363|19.048051948052|32.0841666666667|26.6781690140845|26.7448207095036|3.21937986069148
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2013|Water Temperature|surface|2013-01-01|2013-12-31|362|20.9109243697479|31.3879166666667|27.3652083333333|26.8357148466593|2.91742028470346
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2014|Water Temperature|surface|2014-01-01|2014-12-27|361|19.6853556485356|32.79125|26.84375|27.0900443146172|3.4081825713719
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2015|Water Temperature|surface|2015-01-05|2015-12-31|361|17.9983333333333|32.94875|28.37625|27.7759341112954|3.37353255228855
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2016|Water Temperature|surface|2016-01-01|2016-12-31|366|18.9491666666667|32.4841666666667|26.8314556962025|27.0104443018625|3.57971277711212
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2017|Water Temperature|surface|2017-01-01|2017-12-31|364|20.453125|32.2514893617021|27.1195898910412|27.1179071434778|3.20310724783666
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2018|Water Temperature|surface|2018-01-01|2018-12-31|92|18.0004219409283|26.6891089108911|23.1849806617963|22.8131255260498|2.41259527038825
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2019|Water Temperature|surface|2019-01-01|2019-12-31|365|19.7166666666667|33.6227848101266|29.0776824034335|28.5947614818134|3.34579247893466
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2020|Water Temperature|surface|2020-01-01|2020-12-31|329|20.8287610619469|32.9548936170213|28.6537735849057|27.9957538941719|3.00570445460602
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|KYWF1|2021|Water Temperature|surface|2021-01-01|2021-12-31|332|20.2336244541485|32.3422594142259|27.505625|27.1608557085299|3.02998388258442
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2005|Water Temperature|surface|2005-01-01|2005-12-31|365|16.2782608695652|33.125|25.6375|26.0336821159781|4.2393279787404
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2006|Water Temperature|surface|2006-01-01|2006-12-31|365|16.2166666666667|31.9083333333333|26.6708333333333|26.1824045246991|3.83129308550092
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2007|Water Temperature|surface|2007-01-01|2007-12-31|365|16.65|32.6875|26.1583333333333|26.4429012321806|3.70502538961405
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2008|Water Temperature|surface|2008-01-01|2008-12-31|360|14.6875|32.475|26.3166666666667|26.0499578482741|3.72595361506927
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2009|Water Temperature|surface|2009-01-01|2009-12-31|365|13.9|33.1708333333333|26.85|26.2996173317451|4.474656004748
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2010|Water Temperature|surface|2010-01-01|2010-12-31|247|9.62916666666667|32.9583333333333|23.1625|23.5875753517109|6.25988971146649
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2011|Water Temperature|surface|2011-01-01|2011-12-31|365|16.475|33.2375|27.125|26.3884360730594|3.94757468640999
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2012|Water Temperature|surface|2012-01-01|2012-12-31|320|15.8875|32.7708333333333|25.1729166666667|25.7102128228489|3.81376456713268
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2013|Water Temperature|surface|2013-01-01|2013-07-06|178|17.7291666666667|31.1583333333333|24.9875|24.939408588301|3.42883969988013
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2014|Water Temperature|surface|2014-02-02|2014-12-31|333|18.7333333333333|32.95|27.225|27.1695891543718|3.47433766498237
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2015|Water Temperature|surface|2015-01-01|2015-12-31|365|15.9958333333333|33.4708333333333|28.0041666666667|27.3415033750248|3.62920285359789
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2016|Water Temperature|surface|2016-01-01|2016-12-31|366|16.0625|32.8958333333333|26.5954710144928|26.535735428051|3.99006676984154
15|Florida Keys National Marine Sanctuary|5|National Data Buoy Center|LONF1|2017|Water Temperature|surface|2017-01-01|2017-12-31|216|18.0916666666667|33.025|24.775|25.7403189787039|3.55100868245647
