ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|Month|RelativeDepth|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation
Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|1|surface|2013-01-09|2021-01-31|129|55.0631463212|149.7|104.659938280488|104.813273268102|13.4790504471745
Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2|surface|2013-02-05|2021-02-28|118|61.0141197695833|156.79246185413|103.643897621532|105.458630792239|13.9233006375015
Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|3|surface|2013-03-07|2021-03-31|129|54.9542868379167|130.714113152391|104.128370771714|103.118801789217|10.5685891493197
Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|4|surface|2013-04-02|2021-04-30|130|42.1482384445833|127.705098854167|101.296828873591|100.001205503883|12.4746560484024
Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|5|surface|2013-05-06|2021-05-31|158|54.6996168383333|140.629001070455|103.035213788611|101.923907553051|14.0689006027242
Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|6|surface|2013-06-11|2021-06-30|154|37.0749620291667|245|92.7004438895|90.7407641849266|24.3469576666656
Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|7|surface|2013-07-08|2021-07-31|159|43.2891240975|133.9|87.6064795475862|89.22571432982|19.5240006803171
Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|8|surface|2013-08-07|2021-08-31|159|49.3940397770833|138.431300073333|89.036875775|91.6722739562376|19.5775216861456
Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|9|surface|2013-09-04|2021-09-30|154|50.3139318658333|142|89.6065722403148|90.0183064678782|16.7407252009878
Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|10|surface|2012-10-04|2021-10-31|160|42.3798484404167|127.204900455417|91.7276607461905|93.3576253487555|11.7420414124001
Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|11|surface|2012-11-08|2021-11-30|155|54.8833549241667|149.712568982889|97.0725049225|97.6058002391193|13.639242295572
Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|12|surface|2012-12-04|2021-12-21|150|6.71532586115385|142.081520045833|105.631570740625|103.060885714165|20.336766161898
Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|1|bottom|2001-01-01|2022-01-31|649|70.009375|120.386458333333|93.1364583333333|93.0804262579889|5.93493455286474
Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|2|bottom|2001-02-01|2022-02-28|573|74.9625|107.41875|93.60625|92.8725549323694|5.47772687830524
Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|3|bottom|2001-03-01|2022-03-08|615|57.8104166666667|106.023958333333|90.059375|88.9983479020225|6.97453231294613
Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|4|bottom|2001-04-01|2021-04-30|578|66.0416666666667|102.54|85.5348958333333|84.8613561612419|5.70698543863556
Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|5|bottom|2001-05-01|2021-05-31|545|51.5479166666667|97.5|80.6041666666667|79.9355974714708|7.39835539142897
Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|6|bottom|2001-06-01|2021-06-30|549|46.853125|105.657407407407|74.2958333333333|74.2566727025617|8.98961120997871
Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|7|bottom|2001-07-01|2021-07-31|543|43.2875|102.490163934426|72.046875|71.5813319632286|9.88366936145116
Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|8|bottom|2001-08-06|2021-08-31|582|25.0833333333333|104.56875|65.9|66.6260445397078|12.031374953529
Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|9|bottom|2001-09-01|2021-09-30|559|33.60625|126.56875|67.0791666666667|66.9618094406638|12.5923310098218
Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|10|bottom|2001-10-01|2021-10-31|634|42.5166666666667|95.3364583333333|71.646875|71.1892360894913|10.249944250221
Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|11|bottom|2001-11-01|2021-11-30|597|52.21875|98.6927083333333|83.99375|83.2514916340407|6.91735927367331
Guana River Marsh Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpiwq|12|bottom|2001-12-01|2021-12-31|600|66.8229166666667|110.454166666667|88.4552083333333|88.1832170790659|5.67065066884631
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|1|bottom|2001-01-01|2022-01-31|611|71.8571428571429|106.621951219512|97.9395833333333|97.3475903167185|4.21005000629663
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|2|bottom|2001-02-01|2022-02-28|559|80.3666666666667|116.15|97.3020833333333|96.9633390429603|4.46371288813625
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|3|bottom|2001-03-01|2022-03-08|621|74.1125|113.958333333333|94.6052083333333|94.0039618607444|5.2359470948152
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmfmwq|4|bottom|2001-04-01|2021-04-30|593|65.425|102.425|90.7583333333333|90.2380330628269|4.54238103742236
