ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|Year|Month|RelativeDepth|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2014|9|Surface|2014-09-01|2014-09-30|30|28.245|30.69|29.5264583333333|29.5750972222222|0.64630679422557
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2014|10|Surface|2014-10-01|2014-10-31|31|26.4554166666667|29.8516666666667|28.2220833333333|28.0685080645161|1.02025381948944
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2014|11|Surface|2014-11-01|2014-11-30|30|23.9841666666667|26.3270833333333|24.9620833333333|24.9819806763285|0.488713279884292
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2014|12|Surface|2014-12-01|2014-12-31|31|23.4245833333333|24.90875|23.98|24.0138172043011|0.36029241751676
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2015|1|Surface|2015-01-01|2015-01-31|31|21.59625|25.3991666666667|23.8425|23.7263037634409|1.10307379218012
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2015|2|Surface|2015-02-01|2015-02-28|28|21.03625|23.4116666666667|22.4204166666667|22.2892113095238|0.622993005348404
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2015|3|Surface|2015-03-01|2015-03-31|31|23.5791666666667|27.1495833333333|25.3995833333333|25.2987096774194|0.9100316205513
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2015|4|Surface|2015-04-01|2015-04-30|30|24.4795833333333|28.4354166666667|27.1166666666667|26.8983888888889|1.13751258220765
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2015|5|Surface|2015-05-01|2015-05-31|31|25.15375|28.81375|27.8729166666667|27.4558870967742|1.14512847887224
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2015|6|Surface|2015-06-01|2015-06-30|30|28.0983333333333|30.8479166666667|29.1341666666667|29.2981666666667|0.894124871815155
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2015|7|Surface|2015-07-01|2015-07-31|31|29.6952941176471|31.2135294117647|30.741|30.5992200920549|0.402087548258104
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2015|8|Surface|2015-08-01|2015-08-31|31|29.3333333333333|31.7615384615385|31.0088888888889|30.9273119470025|0.478330409923333
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2015|9|Surface|2015-09-01|2015-09-30|30|29.7992307692308|31.1523529411765|30.2020192307692|30.350546789485|0.421877199633138
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2015|10|Surface|2015-10-01|2015-10-31|31|26.4438461538462|30.0830769230769|28.6886666666667|28.2881134662302|1.13091204181452
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2015|11|Surface|2015-11-01|2015-11-30|30|24.6995|28.3184615384615|27.2452976190476|27.0137759101231|1.2097122673635
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2015|12|Surface|2015-12-01|2015-12-31|31|24.6527777777778|26.3986666666667|25.8621428571429|25.7178836738583|0.475675295833396
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2016|1|Surface|2016-01-01|2016-01-31|31|21.4538095238095|26.3364285714286|23.609|23.704377307426|1.40740525005604
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2016|2|Surface|2016-02-01|2016-02-29|29|21.6158823529412|23.7222222222222|22.4554545454546|22.5495635262437|0.559989079334451
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2016|3|Surface|2016-03-01|2016-03-31|31|22.1041176470588|26.098125|23.9861111111111|24.2960074605394|1.11126075422123
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2016|4|Surface|2016-04-01|2016-04-30|30|24.5776470588235|26.7525|25.33875|25.4217899703381|0.562576436083385
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2016|5|Surface|2016-05-01|2016-05-31|31|25.895|28.4684615384615|27.3235|27.1827759503305|0.690302806186616
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2016|6|Surface|2016-06-01|2016-06-30|30|27.968|30.26125|28.8290196078431|28.9914821380847|0.666551493762097
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2016|7|Surface|2016-07-01|2016-07-31|31|29.69375|31.5186666666667|30.52125|30.55722820675|0.422288337878012
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2016|8|Surface|2016-08-01|2016-08-31|31|28.99|30.8682608695652|30.273125|30.2600930722812|0.423493499675587
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2016|9|Surface|2016-09-01|2016-09-30|30|28.9825|31.1316666666667|29.72125|29.770729468599|0.490235623994309
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2016|10|Surface|2016-10-01|2016-10-31|31|26.0908333333333|29.6886956521739|27.7233333333333|27.7925903292593|1.14033669032834
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2016|11|Surface|2016-11-01|2016-11-30|30|24.4233333333333|26.6675|25.8497916666667|25.7519260226489|0.609685037269352
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2016|12|Surface|2016-12-01|2016-12-31|31|24.6475|26.0725|25.3475|25.3902139684766|0.377188912482528
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2017|1|Surface|2017-01-01|2017-01-31|31|21.81875|24.98375|23.29125|23.3528113589309|0.830742397951099
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2017|2|Surface|2017-02-01|2017-02-28|28|21.4786956521739|24.5741666666667|23.7791666666667|23.6641886645963|0.678295211985669
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2017|3|Surface|2017-03-01|2017-03-31|31|22.8491304347826|25.37625|23.9326086956522|24.0342326490714|0.71276906830364
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2017|4|Surface|2017-04-01|2017-04-30|30|24.5513043478261|27.0516666666667|25.1550452898551|25.4991379556434|0.804790866379322
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2017|5|Surface|2017-05-01|2017-05-31|31|26.3408333333333|29.7183333333333|27.6279166666667|27.6785166177908|0.869361255986462
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2017|6|Surface|2017-06-01|2017-06-30|30|27.7695833333333|30.6845833333333|28.8152173913044|28.7823031400966|0.670990480904582
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2017|7|Surface|2017-07-01|2017-07-31|31|30.0120833333333|31.50125|30.8741666666667|30.8069933380084|0.419737085935361
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2017|8|Surface|2017-08-01|2017-08-31|31|28.9708333333333|32.3108333333333|30.5783333333333|30.465376344086|0.895646035684053
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2017|9|Surface|2017-09-01|2017-09-30|30|27.5158333333333|31.0654166666667|29.7808333333333|29.6587361111111|0.912322185762125
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2017|10|Surface|2017-10-01|2017-10-31|31|24.6029166666667|29.5345833333333|28.3795833333333|27.9345295698925|1.27134591548798
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2017|11|Surface|2017-11-01|2017-11-30|30|25.4279166666667|27.0966666666667|25.9060416666667|26.0989583333333|0.521321125025171
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2017|12|Surface|2017-12-01|2017-12-31|31|21.8854166666667|26.0379166666667|24.7204166666667|24.4939784946237|0.964068394100535
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2018|1|Surface|2018-01-01|2018-01-31|31|21.60875|24.8016666666667|22.2683333333333|22.4563844086022|0.707982162844667
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2018|2|Surface|2018-02-01|2018-02-28|28|22.4395833333333|25.3345833333333|24.5916666666667|24.1711904761905|0.894625317534805
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2018|3|Surface|2018-03-01|2018-03-31|31|22.3858333333333|25.7545833333333|23.5141666666667|23.7100672043011|0.94165039376779
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2018|4|Surface|2018-04-01|2018-04-30|30|24.1608333333333|26.91125|26.0314583333333|25.9301944444445|0.732936141237982
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2018|5|Surface|2018-05-01|2018-05-31|31|25.8175|27.6495833333333|26.2733333333333|26.3748387096774|0.502575826661217
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2018|6|Surface|2018-06-01|2018-06-30|30|27.51875|29.9025|28.7664583333333|28.8605694444444|0.751641661817235
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2018|7|Surface|2018-07-01|2018-07-31|31|29.495|31.8042105263158|30.8846666666667|30.792006971264|0.433734817953478
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2018|8|Surface|2018-08-01|2018-08-31|31|29.818125|31.0485714285714|30.4775|30.42920816952|0.289058964818903
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2018|9|Surface|2018-09-01|2018-09-30|30|28.2814285714286|31.00375|29.9320982142857|29.8341752807893|0.7727279010157
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2018|10|Surface|2018-10-01|2018-10-31|31|26.715|29.5753846153846|28.4957142857143|28.3562933284563|0.699687996201782
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2018|11|Surface|2018-11-01|2018-11-30|30|24.3342105263158|27.8466666666667|26.5178571428571|26.6467976594799|0.867415083386182
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2018|12|Surface|2018-12-01|2018-12-31|31|21.9010526315789|25.7435714285714|23.8685714285714|23.8760146041373|0.827079886992905
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2019|1|Surface|2019-01-01|2019-01-31|31|21.7394117647059|25.0488235294118|23.3588888888889|23.4340564952389|1.00070350297321
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2019|2|Surface|2019-02-01|2019-02-28|28|22.246875|26.276875|23.7869871794872|24.2958505238634|1.27777142203442
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2019|3|Surface|2019-03-01|2019-03-31|31|24.193125|26.7794117647059|25.0455|25.1831034328145|0.694492178382118
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2019|4|Surface|2019-04-01|2019-04-30|30|25.056875|27.4228571428571|26.2534375|26.333034593239|0.715503114405535
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2019|5|Surface|2019-05-01|2019-05-31|31|26.2721428571429|28.908|27.97|27.9116435021072|0.574040070521192
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2019|6|Surface|2019-06-01|2019-06-30|30|28.1173333333333|31.0233333333333|29.3739930555556|29.5856613319529|0.693205471590361
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2019|7|Surface|2019-07-01|2019-07-31|31|29.811875|31.7072222222222|30.6905555555556|30.7439855394184|0.441093793861478
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2019|8|Surface|2019-08-01|2019-08-31|31|29.82|31.5466666666667|30.5958333333333|30.6073706723384|0.482744882887917
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2019|9|Surface|2019-09-01|2019-09-30|30|28.1766666666667|30.4516666666667|29.5066666666667|29.2848055555556|0.733936457942766
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2019|10|Surface|2019-10-01|2019-10-31|31|27.835|29.4383333333333|28.4591666666667|28.6051075268817|0.453602235502173
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2019|11|Surface|2019-11-01|2019-11-30|30|25.1366666666667|29.08|26.5904166666667|26.8515277777778|1.27332660231968
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2019|12|Surface|2019-12-01|2019-12-31|31|23.4316666666667|26.0483333333333|24.74|24.6555913978495|0.543252132375883
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2020|1|Surface|2020-01-01|2020-01-31|31|23.3008333333333|24.84|23.9208333333333|24.0050537634409|0.410156188378274
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2020|2|Surface|2020-02-01|2020-02-29|29|22.1675|25.6275|24.0466666666667|23.848908045977|1.04709045350904
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2020|3|Surface|2020-03-01|2020-03-31|31|22.44|26.5833333333333|25.0541666666667|24.8635483870968|1.08812008647053
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2020|4|Surface|2020-04-01|2020-04-30|30|25.6666666666667|28.44|27.10375|27.1788888888889|0.778000043501527
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2020|5|Surface|2020-05-01|2020-05-31|31|25.6891666666667|28.585|26.935|27.0483602150538|0.77031037767707
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2020|6|Surface|2020-06-01|2020-06-30|30|28.1775|30.5508333333333|29.1529166666667|29.1785833333333|0.680829311388112
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|986|Water Temperature on Coral Reefs in the Florida Keys|6|2020|7|Surface|2020-07-01|2020-07-09|9|30.3816666666667|31.47|30.8783333333333|30.9267592592593|0.388461943216012
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2003|6|Surface|2003-06-21|2003-06-30|10|28.2944708333333|30.5115854166667|29.6371895833333|29.5821241789216|0.827568386773395
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2003|7|Surface|2003-07-01|2003-07-31|31|28.90713125|31.79313125|30.08645|30.1982600134409|0.726993929118955
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2003|8|Surface|2003-08-01|2003-08-31|31|29.367675|31.8679479166667|30.7588958333333|30.6986768817204|0.702342996693733
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2003|9|Surface|2003-09-01|2003-09-30|30|28.9867666666667|30.8412604166667|30.1984947916667|30.0675602083333|0.526243846626081
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2003|10|Surface|2003-10-01|2003-10-31|31|26.9362395833333|30.06476875|28.5970645833333|28.3620946908602|1.00873929528028
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2003|11|Surface|2003-11-01|2003-11-30|30|23.2106020833333|26.9393479166667|25.46081875|25.2432029166667|1.17750954830861
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2003|12|Surface|2003-12-01|2003-12-31|31|16.7386145833333|22.7224583333333|20.4330770833333|19.9109882392473|1.6229815934197
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2004|1|Surface|2004-01-01|2004-01-31|31|18.43736875|23.1460291666667|20.2098833333333|20.3734012096774|1.38849961286809
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2004|2|Surface|2004-02-01|2004-02-29|29|19.0186958333333|24.3101541666667|22.1427854166667|22.0279356321839|1.53161153326744
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2004|3|Surface|2004-03-01|2004-03-31|31|21.0872833333333|24.74850625|23.1140833333333|23.0082432123656|1.11957663538177
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2004|4|Surface|2004-04-01|2004-04-30|30|22.2192229166667|27.1289291666667|23.7497020833333|24.2130833333333|1.57677826527471
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2004|5|Surface|2004-05-01|2004-05-31|31|25.25315625|29.1808395833333|26.5682416666667|26.8088935483871|1.04397351061169
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2004|6|Surface|2004-06-01|2004-06-30|30|29.54081875|32.0015458333333|30.7466041666667|30.7964041666667|0.55507995086092
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2004|7|Surface|2004-07-01|2004-07-31|31|28.9435375|32.60175|31.1683979166667|31.0701014784946|0.724708778653472
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2004|8|Surface|2004-08-01|2004-08-31|31|29.3666708333333|32.6574333333333|30.8122604166667|30.7045970430108|0.733289913605838
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2004|9|Surface|2004-09-01|2004-09-30|30|27.44423125|32.7634854166667|29.0312104166667|29.2797067361111|1.3186951561818
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2004|10|Surface|2004-10-01|2004-10-31|31|25.7382479166667|29.5856520833333|27.4788020833333|27.5890394489247|0.945123966348275
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2004|11|Surface|2004-11-01|2004-11-30|30|22.7782666666667|26.4689791666667|24.5453072916667|24.6569077083333|1.08107295823697
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2004|12|Surface|2004-12-01|2004-12-31|31|17.9101125|25.1313625|21.6324875|21.4966219758065|2.50631430725131
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2005|1|Surface|2005-01-01|2005-01-31|21|17.6266303030303|23.5878166666667|21.6995729166667|21.2900657287157|1.8329805652954
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2005|2|Surface|2005-02-01|2005-02-28|28|18.0778979166667|23.5389833333333|20.8409822916667|20.9673832589286|1.45704915811323
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2005|3|Surface|2005-03-01|2005-03-31|31|19.5677541666667|27.9056645833333|23.7407895833333|23.3191893817204|2.62487107253961
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2005|4|Surface|2005-04-01|2005-04-30|30|22.7181416666667|27.0559083333333|24.78345625|24.6854624675926|1.14533063725526
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2005|5|Surface|2005-05-01|2005-05-31|31|25.4196604166667|30.7472354166667|26.9761770833333|27.1839603494624|1.433495296678
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2005|6|Surface|2005-06-01|2005-06-30|30|28.2384958333333|31.4369125|29.5505666666667|29.5949115972222|0.917748855502325
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2005|7|Surface|2005-07-01|2005-07-31|31|28.14615625|32.630525|30.4151229166667|30.5779210349462|1.21867248153821
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2005|8|Surface|2005-08-01|2005-08-31|31|29.08896875|33.3082458333333|31.72333125|31.6484405241936|1.08853940149616
Florida Keys National Marine Sanctuary|2|Atlantic Oceanographic and Meteorological Laboratory (AOML) South Florida Program Moored Instrument Array|1B|2005|9|Surface|2005-09-01|2005-09-30|30|28.5092104166667|32.24335|30.3470114583333|30.3477563194444|1.27548131731739
