ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|Year|RelativeDepth|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2006|bottom|2006-01-01|2006-12-31|359|29.1875|39.5375|35.5958333333333|35.2042954967502|2.0562771593045
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2007|bottom|2007-01-01|2007-12-31|246|25.9375|37.4891304347826|34.5060267857143|33.9364677504444|2.49862370293016
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2008|bottom|2008-01-01|2008-12-31|354|26.2447916666667|37.5739583333333|34.4604166666667|34.3392555916973|2.02288869981231
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2009|bottom|2009-01-01|2009-12-31|357|20.54375|37.4114583333333|34.625|34.0733559099315|2.3534692466898
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2010|bottom|2010-01-01|2010-12-31|338|30.3427083333333|37.6447916666667|35.7098958333333|35.3832018700072|1.36994019781536
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2011|bottom|2011-01-01|2011-12-31|324|32.98125|37.7833333333333|35.8854166666667|35.8486299234606|0.907204301254758
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2012|bottom|2012-01-01|2012-12-31|319|28.3947916666667|37.49375|35.0958333333333|34.7637981597437|1.69754962358089
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2013|bottom|2013-01-01|2013-10-31|291|23.0625|37.06875|34.178125|33.7359961993952|2.2678408030509
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2014|bottom|2014-02-07|2014-12-31|262|29.109375|37.3979166666667|32.6328125|33.0807745037364|1.84985984200775
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2015|bottom|2015-01-01|2015-12-31|304|25.9025974025974|35.796875|32.0166666666667|32.2109681843888|1.74598094947533
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2016|bottom|2016-01-01|2016-12-31|324|30.7083333333333|37.1322916666667|33.6588541666667|33.68755811885|1.5531714917914
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2017|bottom|2017-01-01|2017-12-31|349|21.871875|37.6927083333333|34.515625|33.0490088917432|3.6177576112241
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2018|bottom|2018-01-01|2018-12-31|312|25.6239583333333|35.5208333333333|33.1677083333333|32.9179694967979|1.57276414164685
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2019|bottom|2019-01-01|2019-12-31|352|27.1447916666667|36.6166666666667|33.803125|33.0337355372565|2.27736382660389
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2020|bottom|2020-01-01|2020-12-31|366|27.8135416666667|35.815625|33.0348958333333|32.9530046256351|1.5918839763773
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2021|bottom|2021-01-01|2021-12-31|365|27.1239583333333|35.3583333333333|32.5208333333333|32.2934075342466|1.35862913219872
Guana Tolomato Matanzas National Estuarine Research Reserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmsswq|2022|bottom|2022-01-01|2022-03-08|67|31.8197916666667|33.896875|33.009375|32.8841417910448|0.560472895918364
Indian River-Malabar to Vero Beach Aquatic Preserve|5005|Indian River Lagoon Aquatic Preserves Continuous Water Quality Monitoring|IRDM|2003|bottom|2003-09-19|2003-12-31|104|0.4|16.4489361702128|4.628125|5.367865218305|4.12606164216528
Indian River-Malabar to Vero Beach Aquatic Preserve|5005|Indian River Lagoon Aquatic Preserves Continuous Water Quality Monitoring|IRDM|2004|bottom|2004-01-01|2004-12-30|76|0.754166666666667|9.40212765957447|2.49895833333333|3.03133060615064|1.89852382140246
Indian River-Malabar to Vero Beach Aquatic Preserve|5005|Indian River Lagoon Aquatic Preserves Continuous Water Quality Monitoring|IRDM|2005|bottom|2005-01-12|2005-12-31|281|0.2|17.725|1.13469387755102|2.18701008077022|2.53271124849942
Indian River-Malabar to Vero Beach Aquatic Preserve|5005|Indian River Lagoon Aquatic Preserves Continuous Water Quality Monitoring|IRDM|2006|bottom|2006-01-01|2006-12-31|350|0.320833333333333|21.3458333333333|6.17708333333333|6.90669314371762|4.58125560904402
Indian River-Malabar to Vero Beach Aquatic Preserve|5005|Indian River Lagoon Aquatic Preserves Continuous Water Quality Monitoring|IRDM|2007|bottom|2007-01-01|2007-04-18|108|3.12083333333333|16.5895833333333|8.36458333333333|8.10721989199541|2.82610344143118
Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|2004|surface|2004-01-01|2004-03-06|66|0.3|5.4|0.375|0.8|1.05075064743112
Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|2005|surface|2005-01-01|2005-03-06|65|0.3|12|3.3|3.78230769230769|3.20811265058541
Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|2006|surface|2006-01-01|2006-03-06|65|0.3|0.95|0.3|0.351538461538462|0.124990384245534
Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|2007|surface|2007-01-01|2007-03-06|65|0.3|7.8|1.8|2.09307692307692|1.84528277226429
Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|2008|surface|2008-01-01|2008-03-06|66|0.2|0.4|0.3|0.293939393939394|0.0334148188166585
Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|2009|surface|2009-01-01|2009-03-06|65|0.3|7.55|1|1.51153846153846|1.5147650712747
Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|2010|surface|2010-01-01|2010-03-06|65|0.3|0.6|0.3|0.343846153846154|0.070990587133355
Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|2011|surface|2011-01-01|2011-03-06|65|0.3|4.65|0.85|1.17692307692308|1.05238111424302
Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|2012|surface|2012-01-01|2012-03-06|66|0.2|0.45|0.3|0.310606060606061|0.0397251630341347
Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|2013|surface|2013-01-01|2013-03-06|65|0.3|1.45|0.3|0.392307692307692|0.210881848071743
Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|2014|surface|2014-01-01|2014-03-06|65|0.1|1.35|0.2|0.279230769230769|0.236328080300377
Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|2015|surface|2015-01-01|2015-03-06|65|0.1|5.3|0.55|1.33230769230769|1.42204822486657
Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|2016|surface|2016-01-01|2016-03-06|66|0.1|0.3|0.2|0.181818181818182|0.0485452712078464
Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|2017|surface|2017-01-01|2017-03-06|65|0.3|4.9|0.4|0.772307692307692|0.847608343426464
Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|2018|surface|2018-01-01|2018-03-06|65|0.2|7.9|0.3|0.780769230769231|1.55029463700887
Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|National Water Information System|265906080093500|2019|surface|2019-01-01|2019-03-06|65|0.2|14.5|0.5|3.50307692307692|4.31926893520366
Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NEKD|2004|bottom|2004-03-01|2004-12-31|296|9.90625|35.1833333333333|30.9010416666667|29.0368853584815|5.01375969786008
Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NEKD|2005|bottom|2005-01-01|2005-12-31|336|9.62708333333333|34.29375|29.5802083333333|28.780830476232|3.6356429500533
Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NEKD|2006|bottom|2006-01-01|2006-12-31|351|20.85625|36.6104166666667|34.5083333333333|33.5175983805513|2.89758483800553
Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NEKD|2007|bottom|2007-01-01|2007-12-31|365|21.7083333333333|36.26875|34.05625|33.3548386936669|2.32666501699133
Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NEKD|2008|bottom|2008-01-01|2008-12-31|283|20.075|37.3895833333333|32.6958333333333|32.0899466482714|2.96998208121454
Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NEKD|2009|bottom|2009-01-01|2009-12-31|346|22.7125|36.2770833333333|32.33125|31.7555211886212|2.84855931543633
Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NEKD|2010|bottom|2010-01-01|2010-12-31|353|21.8791666666667|36.5645833333333|34.0291666666667|32.9136441871132|3.25263936191165
Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NEKD|2011|bottom|2011-01-01|2011-05-31|151|29.15625|37.39375|35.1479166666667|34.8234547461369|1.53705924621153
Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NELC|2005|bottom|2005-07-01|2005-12-31|184|0.860416666666667|25.4229166666667|16.4565217391304|14.4307544381119|7.44558876432101
Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NELC|2006|bottom|2006-01-01|2006-12-31|355|4.56190476190476|36.6333333333333|31.2772727272727|27.9998790479719|8.57265884385491
Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NELC|2007|bottom|2007-01-01|2007-12-31|344|16.2958333333333|36.55|30.0052083333333|29.4647248293579|3.82852468439753
Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NELC|2008|bottom|2008-01-01|2008-12-31|366|0.933333333333333|34.7416666666667|26.3708333333333|24.1723775577373|7.02118940861699
Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NELC|2009|bottom|2009-01-01|2009-12-31|358|4.36458333333333|32.8208333333333|24.05|22.2205132893179|7.65282876899299
Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NELC|2010|bottom|2010-01-01|2010-12-31|365|5.26666666666667|35.3354166666667|30.275|27.4741916124858|7.20852632513398
Nassau River-St. Johns River Marshes Aquatic Preserve|5006|Northeast Aquatic Preserves Continuous Water Quality Monitoring|NELC|2011|bottom|2011-01-01|2011-05-31|151|11.48125|35.1041666666667|29.1875|28.1180917757595|5.50811149554024
Nassau River-St. Johns River Marshes Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|NCB19020038|2014|surface|2014-12-18|2014-12-18|1|19.065|19.065|19.065|19.065|
Nassau River-St. Johns River Marshes Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|NCB19020038|2015|surface|2015-01-20|2015-12-31|293|19.9580955741667|35.03570266875|30.9968828325|30.5360006475241|2.74455880596977
Nassau River-St. Johns River Marshes Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|NCB19020038|2016|surface|2016-01-01|2016-12-28|261|26.84759157125|36.68935542875|32.5534114879167|32.6409166738826|2.23033230529367
Nassau River-St. Johns River Marshes Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|NCB19020038|2017|surface|2017-01-06|2017-12-31|360|8.78250381125|37.6080055529167|32.0396614354968|29.970843656328|5.81794784999107
Nassau River-St. Johns River Marshes Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|NCB19020038|2018|surface|2018-01-01|2018-12-31|347|17.8721064420833|34.54808778875|31.03140796625|29.420640959349|4.28610995352401
Nassau River-St. Johns River Marshes Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|NCB19020038|2019|surface|2019-01-01|2019-11-12|197|19.7831581379167|36.0420523520833|29.8510125720833|30.0314587969015|3.94079141952846
Nassau River-St. Johns River Marshes Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|NCB19020038|2020|surface|2020-02-03|2020-12-16|12|20.96|32.9|29.6575|28.6966666666667|3.64677462307656
Nassau River-St. Johns River Marshes Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|NCB19020038|2021|surface|2021-01-11|2021-03-10|2|27.78|31.405|29.5925|29.5925|2.56326208180123
Nassau River-St. Johns River Marshes Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|NCBNRCM|2015|surface|2015-03-17|2015-12-31|289|13.37320364625|34.15404176375|30.1399923629167|29.4722417011287|3.50415037735719
Nassau River-St. Johns River Marshes Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|NCBNRCM|2016|surface|2016-01-01|2016-12-19|347|22.78889269125|36.44459781|31.0980084479167|31.2798979846541|3.22007037379881
Nassau River-St. Johns River Marshes Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|NCBNRCM|2017|surface|2017-01-17|2017-12-31|316|16.2885856654167|37.468352175|29.9967241035417|29.3609588302233|4.52628557963645
Nassau River-St. Johns River Marshes Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|NCBNRCM|2018|surface|2018-01-01|2018-12-31|365|15.6196897683333|33.3676469575|29.17746740875|28.1535503431841|4.03467033187873
Nassau River-St. Johns River Marshes Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|NCBNRCM|2019|surface|2019-01-01|2019-06-25|176|17.9609607666667|35.86598305875|27.3994704052083|27.6833701391025|5.10028022380193
North Fork St. Lucie Aquatic Preserve|7|National Water Information System|02276575|2003|surface|2003-01-01|2003-03-06|58|1.4|9.9|5.9|5.73965517241379|1.89059905619583
North Fork St. Lucie Aquatic Preserve|7|National Water Information System|02276575|2004|surface|2004-01-01|2004-03-06|66|2.9|12|7.5|7.94090909090909|2.54189373818493
North Fork St. Lucie Aquatic Preserve|7|National Water Information System|02276575|2007|surface|2007-01-01|2007-03-06|65|8.4|21|17|16.0523076923077|3.5763593435009
North Fork St. Lucie Aquatic Preserve|7|National Water Information System|02276575|2008|surface|2008-01-01|2008-03-06|66|6.7|15|11|11.0015151515152|1.56268924261917
North Fork St. Lucie Aquatic Preserve|7|National Water Information System|02276575|2009|surface|2009-01-01|2009-03-06|65|11|20|16|15.9846153846154|2.45899056838057
North Fork St. Lucie Aquatic Preserve|7|National Water Information System|02276575|2010|surface|2010-01-01|2010-03-06|65|5.9|14|12|11.5030769230769|1.70064043366474
North Fork St. Lucie Aquatic Preserve|7|National Water Information System|02276575|2011|surface|2011-01-01|2011-03-06|65|17|22|20|19.9384615384615|1.39055882513249
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2002|bottom|2002-02-18|2002-12-31|317|0|29.3520833333333|11.8145833333333|12.1102178278184|8.57315180100319
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2003|bottom|2003-01-01|2003-12-31|365|0.09375|23.7229166666667|13.0208333333333|11.0166331487419|7.02670270205191
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2004|bottom|2004-01-01|2004-12-31|341|0.1|25.6604166666667|14.2770833333333|12.2245983890606|7.81274824016382
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2005|bottom|2005-01-01|2005-12-31|365|0.1|22.4229166666667|9.7375|9.30183789954338|6.14253699736996
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2006|bottom|2006-01-01|2006-12-31|365|0.1|32.1083333333333|22.625|20.5979427786578|6.87252708988479
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2007|bottom|2007-01-01|2007-12-31|364|0.257291666666667|32.5541666666667|18.3322916666667|17.5183680477686|6.84307847934321
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2008|bottom|2008-01-01|2008-12-31|358|0.240625|29.3125|18.975|17.4884691374847|7.11332021420967
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2009|bottom|2009-01-01|2009-12-31|350|0.1|29.375|19.3885416666667|15.427789105917|9.4044496411588
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2010|bottom|2010-01-01|2010-12-31|350|0.257291666666667|31.071875|21.01875|19.4923702250256|8.28900462231296
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2011|bottom|2011-01-01|2011-12-31|323|9.11458333333333|33.6947916666667|24.2645833333333|24.4292312285095|5.0691485036559
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2012|bottom|2012-01-04|2012-12-31|339|0.126041666666667|36.0135416666667|22.3645833333333|19.7053231856679|8.90349807539923
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2013|bottom|2013-01-01|2013-12-31|344|0.111458333333333|26.2927272727273|13.2234375|12.6880165397638|8.46444991470645
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2014|bottom|2014-01-01|2014-12-31|336|0|22.5020833333333|10.5520833333333|10.7274467517031|6.36266378863861
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2015|bottom|2015-01-01|2015-12-31|338|0.33125|27.271875|17.3286458333333|15.3336593588986|6.37718265791742
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2016|bottom|2016-01-01|2016-12-31|354|6.08958333333333|31.1479166666667|21.0130208333333|20.2014872539063|4.98744685216363
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2017|bottom|2017-01-01|2017-12-31|330|0|29.4791666666667|17.3692708333333|14.9895550475632|9.24860288722975
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2018|bottom|2018-01-01|2018-12-31|360|0.0760416666666667|22.7072916666667|7.6265625|7.99016075072303|6.48542665155878
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2019|bottom|2019-01-01|2019-12-31|362|0.103125|29.3270833333333|15.9203125|15.419517729162|6.39902517828505
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2020|bottom|2020-01-01|2020-12-31|364|0.128571428571429|28.9927083333333|13.23125|13.5503790777675|7.65893234784016
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2021|bottom|2021-01-01|2021-12-31|364|0.127083333333333|29.1302083333333|12.7598958333333|12.7583632782956|6.49088561703645
Pellicer Creek Aquatic Preserve|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|2022|bottom|2022-01-01|2022-03-11|70|4.11538461538462|24.7697916666667|17.3369791666667|17.1462724458513|3.15955377660363
